CBSA_code,CBSA_name,year,Personal income (thousands of dollars),Population (persons),Per capita personal income (dollars),Net earnings by place of residence (thousands of dollars),Per capita net earnings (dollars),Per capita personal current transfer receipts (dollars),Per capita income maintenance benefits (dollars),Per capita unemployment insurance compensation (dollars),Per capita retirement and other (dollars),"Per capita dividends, interest, and rent (dollars)",Real GDP (thousands of chained 2017 dollars),Chain-type quantity indexes for real GDP,Current-dollar GDP (thousands of current dollars)
43580,"Sioux City, IA-NE-SD",1969,483935,133099,3636,369431,2776,342,37,6,299,518,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1970,511135,133570,3827,381160,2854,393,44,10,339,580,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1971,552277,135267,4083,409677,3029,428,44,14,370,626,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1972,622395,135402,4597,466727,3447,464,45,15,405,685,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1973,728633,136036,5356,551306,4053,531,35,11,485,773,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1974,751860,136216,5520,546855,4015,619,48,14,558,886,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1975,855059,137619,6213,617251,4485,750,63,42,644,978,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1976,913414,139120,6566,654118,4702,816,69,50,697,1048,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1977,1005333,139721,7195,718837,5145,874,72,49,752,1177,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1978,1125403,137819,8166,807816,5861,1006,82,73,851,1299,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1979,1184992,136704,8668,831812,6085,1141,96,73,972,1443,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1980,1255724,135714,9253,839774,6188,1309,128,59,1122,1756,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1981,1463731,136130,10752,969330,7121,1456,135,56,1265,2176,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1982,1480579,135287,10944,921527,6812,1633,136,84,1413,2500,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1983,1517631,134406,11291,935144,6958,1755,154,82,1519,2579,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1984,1637203,134189,12201,1022038,7616,1834,164,51,1620,2750,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1985,1721649,132924,12952,1076350,8097,1984,172,74,1737,2871,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1986,1764488,131262,13442,1106036,8426,2087,182,71,1835,2929,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1987,1880991,129973,14472,1226178,9434,2154,187,56,1912,2884,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1988,1975120,130875,15092,1287006,9834,2238,190,47,2001,3019,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1989,2106271,130798,16103,1389352,10622,2326,197,41,2088,3155,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1990,2258549,131671,17153,1469926,11164,2487,211,48,2227,3503,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1991,2332844,133113,17525,1505509,11310,2651,228,62,2362,3564,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1992,2544607,134501,18919,1681500,12502,2806,253,68,2485,3611,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1993,2615368,136425,19171,1739395,12750,2845,256,55,2535,3576,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1994,2809945,138024,20358,1906129,13810,2920,256,40,2623,3629,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1995,3005109,139713,21509,2020055,14459,3028,262,42,2724,4023,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1996,3303670,141120,23410,2250086,15944,3138,276,50,2813,4328,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1997,3359474,141447,23751,2266382,16023,3180,270,53,2856,4548,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1998,3569114,141981,25138,2410340,16976,3181,271,44,2866,4981,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1999,3632387,142877,25423,2476927,17336,3291,288,46,2957,4796,NA,NA,NA
43580,"Sioux City, IA-NE-SD",2000,3800710,142892,26598,2570349,17988,3537,289,58,3190,5073,NA,NA,NA
43580,"Sioux City, IA-NE-SD",2001,3916806,142193,27546,2612655,18374,3777,308,77,3393,5395,8148286,100.518,5849511
43580,"Sioux City, IA-NE-SD",2002,3975229,141815,28031,2625476,18513,4178,342,119,3717,5340,7352026,90.696,5328586
43580,"Sioux City, IA-NE-SD",2003,4092503,141374,28948,2741057,19389,4150,383,139,3629,5409,7277005,89.77,5330151
43580,"Sioux City, IA-NE-SD",2004,4421975,141136,31331,3052397,21627,4286,422,121,3743,5418,7722893,95.271,5786538
43580,"Sioux City, IA-NE-SD",2005,4740467,139860,33894,3299472,23591,4630,468,113,4048,5674,8051722,99.327,6180715
43580,"Sioux City, IA-NE-SD",2006,5003894,140363,35650,3447376,24560,5057,494,119,4443,6032,8199626,101.152,6467339
43580,"Sioux City, IA-NE-SD",2007,5504095,140721,39114,3770136,26792,5330,570,114,4645,6992,8425392,103.937,6801641
43580,"Sioux City, IA-NE-SD",2008,6049843,141298,42816,4187919,29639,5992,602,131,5259,7186,8852679,109.208,7369128
43580,"Sioux City, IA-NE-SD",2009,5655941,142645,39650,3854527,27022,6228,681,241,5305,6401,8330441,102.766,7199228
43580,"Sioux City, IA-NE-SD",2010,5885636,144026,40865,3990836,27709,6656,768,365,5523,6500,8564272,105.65,7452444
43580,"Sioux City, IA-NE-SD",2011,5802731,144811,40071,3884858,26827,6667,782,232,5653,6577,8229000,101.514,7326935
43580,"Sioux City, IA-NE-SD",2012,5943391,144873,41025,3854194,26604,6697,789,187,5721,7724,7879378,97.201,7204275
43580,"Sioux City, IA-NE-SD",2013,5862830,145271,40358,3898169,26834,6834,801,142,5890,6690,7783037,96.013,7257300
43580,"Sioux City, IA-NE-SD",2014,6145415,145750,42164,4002526,27462,7135,780,113,6242,7568,7831170,96.606,7461841
43580,"Sioux City, IA-NE-SD",2015,6548409,146399,44730,4312012,29454,7516,786,98,6632,7760,8125817,100.241,7918743
43580,"Sioux City, IA-NE-SD",2016,6652063,146981,45258,4356130,29637,7751,766,105,6881,7869,8274272,102.073,8188755
43580,"Sioux City, IA-NE-SD",2017,6727891,146841,45818,4323599,29444,7696,749,99,6848,8677,8106261,100,8106261
43580,"Sioux City, IA-NE-SD",2018,7152526,147913,48356,4528160,30614,8307,729,86,7492,9436,8464099,104.414,8630344
43580,"Sioux City, IA-NE-SD",2019,7644851,149480,51143,4788269,32033,8698,760,87,7850,10413,8532955,105.264,8904647
43580,"Sioux City, IA-NE-SD",2020,8029514,149921,53558,4925423,32853,11073,867,742,9465,9631,8447258,104.207,9032652
43580,"Sioux City, IA-NE-SD",2021,8705184,149477,58238,5417193,36241,12328,1340,305,10684,9668,9167991,113.098,10265174
43580,"Sioux City, IA-NE-SD",2022,9315687,149253,62415,5926275,39706,11368,1592,66,9710,11341,9266301,114.31,11116569
43580,"Sioux City, IA-NE-SD",2023,9766023,149893,65153,6238970,41623,11180,933,66,10182,12350,9523212,117.48,11978474
43620,"Sioux Falls, SD",1969,434477,123539,3517,336660,2725,288,20,6,262,503,NA,NA,NA
43620,"Sioux Falls, SD",1970,464373,124171,3740,354958,2859,327,27,5,295,554,NA,NA,NA
43620,"Sioux Falls, SD",1971,508717,125075,4067,387208,3096,374,31,8,335,598,NA,NA,NA
43620,"Sioux Falls, SD",1972,576394,126094,4571,442806,3512,412,35,12,366,647,NA,NA,NA
43620,"Sioux Falls, SD",1973,690876,126920,5443,537626,4236,475,34,9,432,732,NA,NA,NA
43620,"Sioux Falls, SD",1974,748516,128011,5847,566671,4427,554,46,11,497,866,NA,NA,NA
43620,"Sioux Falls, SD",1975,834582,129032,6468,624574,4840,660,49,30,582,968,NA,NA,NA
43620,"Sioux Falls, SD",1976,879337,131050,6710,649652,4957,708,53,25,631,1044,NA,NA,NA
43620,"Sioux Falls, SD",1977,1003511,132916,7550,749082,5636,738,50,24,664,1176,NA,NA,NA
43620,"Sioux Falls, SD",1978,1175124,133481,8804,890807,6674,798,45,21,732,1332,NA,NA,NA
43620,"Sioux Falls, SD",1979,1294758,135312,9569,973753,7196,889,53,22,814,1483,NA,NA,NA
43620,"Sioux Falls, SD",1980,1359989,139185,9771,966955,6947,1013,72,39,903,1810,NA,NA,NA
43620,"Sioux Falls, SD",1981,1573317,139142,11307,1087437,7815,1193,75,34,1083,2299,NA,NA,NA
43620,"Sioux Falls, SD",1982,1639722,140747,11650,1088548,7734,1314,83,38,1193,2602,NA,NA,NA
43620,"Sioux Falls, SD",1983,1740690,143042,12169,1167246,8160,1390,89,29,1272,2618,NA,NA,NA
43620,"Sioux Falls, SD",1984,1933945,146081,13239,1306023,8940,1442,86,20,1335,2857,NA,NA,NA
43620,"Sioux Falls, SD",1985,2051149,147929,13866,1391003,9403,1532,92,25,1415,2931,NA,NA,NA
43620,"Sioux Falls, SD",1986,2145263,147796,14515,1454593,9842,1621,99,24,1498,3052,NA,NA,NA
43620,"Sioux Falls, SD",1987,2270017,148672,15269,1570207,10562,1671,94,20,1557,3036,NA,NA,NA
43620,"Sioux Falls, SD",1988,2468390,151460,16297,1710782,11295,1749,99,24,1626,3253,NA,NA,NA
43620,"Sioux Falls, SD",1989,2658050,152240,17460,1823092,11975,1871,103,15,1753,3613,NA,NA,NA
43620,"Sioux Falls, SD",1990,2934606,154148,19038,2028791,13161,1975,106,14,1855,3901,NA,NA,NA
43620,"Sioux Falls, SD",1991,3113362,156928,19839,2174769,13858,2083,119,15,1948,3898,NA,NA,NA
43620,"Sioux Falls, SD",1992,3368715,160753,20956,2389390,14864,2203,136,20,2047,3889,NA,NA,NA
43620,"Sioux Falls, SD",1993,3504847,164088,21360,2458661,14984,2268,144,18,2105,4108,NA,NA,NA
43620,"Sioux Falls, SD",1994,3886831,167987,23138,2783215,16568,2330,144,15,2170,4240,NA,NA,NA
43620,"Sioux Falls, SD",1995,4039968,170698,23667,2810264,16463,2479,156,15,2307,4725,NA,NA,NA
43620,"Sioux Falls, SD",1996,4437477,173960,25509,3118557,17927,2588,170,17,2401,4994,NA,NA,NA
43620,"Sioux Falls, SD",1997,4612133,175756,26242,3220794,18325,2670,170,16,2484,5247,NA,NA,NA
43620,"Sioux Falls, SD",1998,5025664,178964,28082,3531422,19733,2719,163,14,2543,5630,NA,NA,NA
43620,"Sioux Falls, SD",1999,5355039,183138,29240,3790000,20695,2784,162,14,2609,5762,NA,NA,NA
43620,"Sioux Falls, SD",2000,5774940,188310,30667,4052782,21522,2949,164,16,2770,6196,NA,NA,NA
43620,"Sioux Falls, SD",2001,5969923,191693,31143,4143963,21618,3142,177,23,2942,6383,10556633,47.65,7519826
43620,"Sioux Falls, SD",2002,6194762,194442,31859,4355629,22401,3356,207,42,3106,6102,12275540,55.408,8864777
43620,"Sioux Falls, SD",2003,6568261,197813,33204,4635840,23435,3430,235,48,3148,6339,12054101,54.409,8893727
43620,"Sioux Falls, SD",2004,7115815,202328,35170,5030982,24865,3614,258,39,3317,6690,14276878,64.442,10768989
43620,"Sioux Falls, SD",2005,7771725,206605,37616,5414598,26207,3908,287,32,3589,7501,15372096,69.385,11846407
43620,"Sioux Falls, SD",2006,8692976,211576,41087,6040343,28549,4231,293,27,3911,8306,16874297,76.166,13460389
43620,"Sioux Falls, SD",2007,9512942,216943,43850,6567443,30273,4408,327,27,4055,9169,17127134,77.307,14031378
43620,"Sioux Falls, SD",2008,10250294,221887,46196,6928871,31227,5041,342,37,4663,9928,17633230,79.591,14415578
43620,"Sioux Falls, SD",2009,10115969,225913,44778,7020694,31077,5229,431,110,4689,8472,18603229,83.97,14478618
43620,"Sioux Falls, SD",2010,10642421,229213,46430,7282281,31771,5620,505,116,4999,9040,17972649,81.123,14471420
43620,"Sioux Falls, SD",2011,10998070,232706,47262,7532748,32370,5666,514,67,5085,9225,19087101,86.154,15613905
43620,"Sioux Falls, SD",2012,11721163,238044,49239,8046763,33804,5580,510,53,5018,9856,20921854,94.435,17628722
43620,"Sioux Falls, SD",2013,11570259,243241,47567,7932607,32612,5705,520,41,5144,9250,20136481,90.89,17485149
43620,"Sioux Falls, SD",2014,12605327,248040,50820,8633776,34808,5993,509,32,5452,10018,21243439,95.887,19012850
43620,"Sioux Falls, SD",2015,13656488,252369,54113,9313845,36906,6257,545,33,5679,10950,21522887,97.148,19848418
43620,"Sioux Falls, SD",2016,14180686,257510,55068,9617571,37348,6411,525,36,5851,11309,21827089,98.521,21071034
43620,"Sioux Falls, SD",2017,14858028,263385,56412,10048931,38153,6611,527,36,6048,11648,22154738,100,22154738
43620,"Sioux Falls, SD",2018,15641782,267539,58465,10648808,39803,6923,513,30,6380,11740,21889463,98.803,22831604
43620,"Sioux Falls, SD",2019,17114690,273126,62662,11718442,42905,7265,544,30,6691,12493,22836416,103.077,24412055
43620,"Sioux Falls, SD",2020,18486288,277688,66572,12295589,44278,9419,591,376,8452,12875,22036185,99.465,23735524
43620,"Sioux Falls, SD",2021,20986138,282293,74342,13348596,47286,10765,1107,75,9583,16290,23228461,104.846,26043787
43620,"Sioux Falls, SD",2022,21805262,289525,75314,14018045,48417,10051,1514,25,8511,16846,22762980,102.745,28044700
43620,"Sioux Falls, SD",2023,23114847,295004,78354,14854171,50352,9849,898,30,8921,18153,23210288,104.764,30084975
43780,"South Bend-Mishawaka, IN-MI",1969,1069489,284837,3755,851799,2990,266,13,8,245,498,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1970,1110466,288051,3855,864265,3000,311,22,17,273,544,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1971,1185112,287489,4122,904188,3145,389,33,39,316,589,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1972,1320268,289656,4558,1022860,3531,403,37,18,348,623,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1973,1473106,289459,5089,1136300,3926,470,37,12,421,693,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1974,1585458,288497,5496,1194773,4141,560,44,29,487,794,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1975,1714007,288309,5945,1255973,4356,702,54,75,573,886,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1976,1879499,287124,6546,1397147,4866,739,63,51,625,941,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1977,2070331,288007,7188,1550751,5384,770,59,35,676,1034,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1978,2311819,290181,7967,1740145,5997,829,58,29,742,1141,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1979,2527035,291639,8665,1883377,6458,943,71,40,833,1264,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1980,2733362,290984,9394,1926854,6622,1187,109,117,961,1584,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1981,3000626,289810,10354,2041135,7043,1344,132,66,1145,1967,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1982,3133286,287735,10889,2085971,7250,1498,134,91,1273,2142,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1983,3338616,286626,11648,2218916,7742,1609,144,81,1384,2298,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1984,3692045,288222,12810,2486073,8626,1652,135,42,1476,2532,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1985,3871528,289373,13379,2595208,8968,1741,131,41,1569,2669,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1986,4109157,289411,14198,2776518,9594,1842,135,38,1668,2763,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1987,4362095,290952,14992,3017235,10370,1874,128,35,1712,2748,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1988,4639951,292757,15849,3190931,10900,1983,141,30,1813,2966,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1989,4941029,295488,16722,3339567,11302,2120,152,29,1939,3299,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1990,5134830,297187,17278,3435840,11561,2306,180,38,2087,3411,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1991,5271087,298719,17646,3503267,11728,2531,208,55,2268,3387,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1992,5670004,300909,18843,3794593,12610,2833,247,56,2530,3400,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1993,6022188,304704,19764,4032361,13234,2934,262,45,2627,3596,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1994,6400803,307216,20835,4302918,14006,3035,278,36,2721,3794,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1995,6711057,310072,21644,4502909,14522,3066,277,40,2749,4056,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1996,7006282,312119,22447,4670775,14965,3204,283,50,2871,4279,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1997,7365054,313574,23487,4877359,15554,3297,297,46,2953,4637,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1998,7946010,314556,25261,5282718,16794,3322,291,43,2987,5145,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",1999,8262906,315804,26165,5628578,17823,3482,322,46,3114,4860,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",2000,8617632,316991,27186,5828203,18386,3663,336,53,3274,5137,NA,NA,NA
43780,"South Bend-Mishawaka, IN-MI",2001,8855614,316897,27945,5927836,18706,4045,346,108,3591,5194,12540423,85.456,9281777
43780,"South Bend-Mishawaka, IN-MI",2002,9100022,316678,28736,6120419,19327,4247,380,149,3719,5162,12853753,87.591,9681040
43780,"South Bend-Mishawaka, IN-MI",2003,9251513,316545,29227,6296274,19891,4399,408,155,3836,4937,13536123,92.241,10329742
43780,"South Bend-Mishawaka, IN-MI",2004,9752090,316831,30780,6761246,21340,4611,443,114,4053,4829,13963699,95.155,10914180
43780,"South Bend-Mishawaka, IN-MI",2005,10077245,317221,31767,6926079,21834,4950,486,111,4354,4983,14036728,95.653,11245777
43780,"South Bend-Mishawaka, IN-MI",2006,10663852,317778,33558,7243636,22795,5320,500,126,4695,5443,14291038,97.386,11728822
43780,"South Bend-Mishawaka, IN-MI",2007,11053693,318668,34687,7404908,23237,5580,555,127,4898,5870,14445555,98.439,12139787
43780,"South Bend-Mishawaka, IN-MI",2008,11258796,319966,35187,7292496,22791,6393,622,207,5564,6003,13973515,95.222,11899623
43780,"South Bend-Mishawaka, IN-MI",2009,10614597,319189,33255,6609347,20707,7047,776,543,5728,5501,12556602,85.566,11023500
43780,"South Bend-Mishawaka, IN-MI",2010,10975186,319073,34397,6818586,21370,7504,904,490,6110,5523,13275156,90.463,11692084
43780,"South Bend-Mishawaka, IN-MI",2011,11643975,319082,36492,7308738,22906,7447,889,339,6219,6139,13396089,91.287,12001415
43780,"South Bend-Mishawaka, IN-MI",2012,12090351,318652,37942,7562629,23733,7618,882,248,6488,6591,13537970,92.254,12432375
43780,"South Bend-Mishawaka, IN-MI",2013,12250993,319166,38384,7773582,24356,7657,889,157,6611,6371,13786579,93.948,12877290
43780,"South Bend-Mishawaka, IN-MI",2014,12800273,320102,39988,8092513,25281,8066,880,76,7111,6641,14298762,97.438,13586583
43780,"South Bend-Mishawaka, IN-MI",2015,13591241,320547,42400,8598429,26824,8375,813,60,7503,7200,14544132,99.11,14148914
43780,"South Bend-Mishawaka, IN-MI",2016,13758011,322094,42714,8716984,27063,8514,791,56,7667,7137,14556507,99.195,14364377
43780,"South Bend-Mishawaka, IN-MI",2017,14381640,322596,44581,9258218,28699,8691,774,46,7871,7191,14674694,100,14674694
43780,"South Bend-Mishawaka, IN-MI",2018,15063319,323692,46536,9597479,29650,8992,747,45,8200,7894,15340527,104.537,15658394
43780,"South Bend-Mishawaka, IN-MI",2019,15238012,324616,46942,9588820,29539,9482,773,46,8663,7921,15749684,107.325,16412449
43780,"South Bend-Mishawaka, IN-MI",2020,16344730,324241,50409,9568520,29511,12544,905,1232,10407,8355,14801974,100.867,15746279
43780,"South Bend-Mishawaka, IN-MI",2021,17997497,323813,55580,10543152,32559,13953,1379,696,11878,9068,15585745,106.208,17225282
43780,"South Bend-Mishawaka, IN-MI",2022,18363042,323759,56718,11270377,34811,12546,1755,39,10752,9361,16032203,109.251,18947764
43780,"South Bend-Mishawaka, IN-MI",2023,18499044,324490,57010,11095523,34194,12591,973,47,11571,10225,16586873,113.03,20547790
43900,"Spartanburg, SC",1969,515789,171467,3008,424267,2474,235,12,8,216,299,NA,NA,NA
43900,"Spartanburg, SC",1970,566837,174326,3252,459932,2638,277,18,12,247,336,NA,NA,NA
43900,"Spartanburg, SC",1971,622872,177982,3500,503322,2828,306,22,13,271,365,NA,NA,NA
43900,"Spartanburg, SC",1972,695481,183764,3785,562121,3059,333,24,11,298,393,NA,NA,NA
43900,"Spartanburg, SC",1973,794660,187100,4247,638363,3412,390,28,8,353,446,NA,NA,NA
43900,"Spartanburg, SC",1974,883530,189728,4657,695896,3668,479,46,20,414,510,NA,NA,NA
43900,"Spartanburg, SC",1975,959058,191765,5001,725881,3785,663,62,95,506,553,NA,NA,NA
43900,"Spartanburg, SC",1976,1075500,190899,5634,828281,4339,688,64,58,565,607,NA,NA,NA
43900,"Spartanburg, SC",1977,1166873,195534,5968,899418,4600,704,64,36,604,664,NA,NA,NA
43900,"Spartanburg, SC",1978,1320389,197354,6690,1022878,5183,761,65,23,673,747,NA,NA,NA
43900,"Spartanburg, SC",1979,1481885,199543,7426,1141024,5718,869,84,26,760,839,NA,NA,NA
43900,"Spartanburg, SC",1980,1676501,203734,8229,1258160,6176,1028,114,52,863,1026,NA,NA,NA
43900,"Spartanburg, SC",1981,1864568,205912,9055,1358152,6596,1198,130,67,1000,1262,NA,NA,NA
43900,"Spartanburg, SC",1982,1954841,207456,9423,1376251,6634,1334,129,117,1088,1455,NA,NA,NA
43900,"Spartanburg, SC",1983,2122710,208734,10169,1492999,7153,1402,128,73,1200,1615,NA,NA,NA
43900,"Spartanburg, SC",1984,2371730,211721,11202,1686513,7966,1439,121,40,1278,1798,NA,NA,NA
43900,"Spartanburg, SC",1985,2519308,214981,11719,1782027,8289,1525,119,49,1357,1905,NA,NA,NA
43900,"Spartanburg, SC",1986,2685191,215980,12433,1902874,8810,1592,123,37,1432,2030,NA,NA,NA
43900,"Spartanburg, SC",1987,2894725,217970,13280,2090224,9590,1616,117,29,1470,2075,NA,NA,NA
43900,"Spartanburg, SC",1988,3182455,220938,14404,2306288,10439,1692,124,25,1542,2274,NA,NA,NA
43900,"Spartanburg, SC",1989,3432772,224609,15283,2460604,10955,1861,150,34,1677,2467,NA,NA,NA
43900,"Spartanburg, SC",1990,3690515,227580,16216,2613001,11482,2031,156,50,1825,2704,NA,NA,NA
43900,"Spartanburg, SC",1991,3845180,230786,16661,2678558,11606,2289,192,80,2018,2766,NA,NA,NA
43900,"Spartanburg, SC",1992,4055199,233214,17388,2825046,12114,2486,242,89,2154,2789,NA,NA,NA
43900,"Spartanburg, SC",1993,4335014,235243,18428,3032439,12891,2622,255,72,2295,2915,NA,NA,NA
43900,"Spartanburg, SC",1994,4577415,238070,19227,3175172,13337,2781,261,51,2469,3109,NA,NA,NA
43900,"Spartanburg, SC",1995,4875362,241114,20220,3384670,14038,2954,284,49,2620,3228,NA,NA,NA
43900,"Spartanburg, SC",1996,5145457,244333,21059,3543971,14505,3132,312,60,2760,3423,NA,NA,NA
43900,"Spartanburg, SC",1997,5428838,246830,21994,3718508,15065,3231,314,52,2865,3699,NA,NA,NA
43900,"Spartanburg, SC",1998,5668130,249231,22742,3866126,15512,3347,307,52,2987,3884,NA,NA,NA
43900,"Spartanburg, SC",1999,5981590,251886,23747,4137469,16426,3542,321,64,3157,3779,NA,NA,NA
43900,"Spartanburg, SC",2000,6387173,254443,25103,4360595,17138,3795,338,61,3396,4170,NA,NA,NA
43900,"Spartanburg, SC",2001,6557817,256469,25570,4420892,17238,4227,343,105,3779,4105,10814422,72.207,8343768
43900,"Spartanburg, SC",2002,6770470,258467,26195,4531392,17532,4549,421,163,3965,4114,11146844,74.427,8692589
43900,"Spartanburg, SC",2003,6900652,260223,26518,4665450,17929,4726,451,152,4123,3864,11681995,78,9121257
