CBSA_code,CBSA_name,year,Personal income (thousands of dollars),Population (persons),Per capita personal income (dollars),Net earnings by place of residence (thousands of dollars),Per capita net earnings (dollars),Per capita personal current transfer receipts (dollars),Per capita income maintenance benefits (dollars),Per capita unemployment insurance compensation (dollars),Per capita retirement and other (dollars),"Per capita dividends, interest, and rent (dollars)",Real GDP (thousands of chained 2017 dollars),Chain-type quantity indexes for real GDP,Current-dollar GDP (thousands of current dollars)
42700,"Sebring-Avon Park, FL",2015,3132361,97406,32158,1282401,13166,12389,911,29,11449,6603,2386876,96.163,2328983
42700,"Sebring-Avon Park, FL",2016,3219434,98725,32610,1299254,13160,12494,875,24,11594,6956,2471050,99.554,2419919
42700,"Sebring-Avon Park, FL",2017,3373319,99962,33746,1365514,13660,12862,973,22,11868,7223,2482118,100,2482118
42700,"Sebring-Avon Park, FL",2018,3414167,100054,34123,1379627,13789,13337,876,18,12443,6998,2420183,97.505,2461088
42700,"Sebring-Avon Park, FL",2019,3636052,100958,36015,1456645,14428,13928,896,21,13011,7659,2594451,104.526,2696423
42700,"Sebring-Avon Park, FL",2020,3914564,101349,38625,1471970,14524,16653,1114,615,14923,7448,2444048,98.466,2611552
42700,"Sebring-Avon Park, FL",2021,4285757,103279,41497,1593175,15426,18655,1587,513,16554,7416,2556355,102.991,2880707
42700,"Sebring-Avon Park, FL",2022,4381923,105649,41476,1697208,16065,17621,1546,19,16056,7791,2689968,108.374,3245963
42700,"Sebring-Avon Park, FL",2023,4754078,107614,44177,1865084,17331,18286,1045,82,17160,8559,2851212,114.87,3583095
43100,"Sheboygan, WI",1969,359212,95535,3760,275084,2879,288,11,6,270,593,NA,NA,NA
43100,"Sheboygan, WI",1970,381796,96726,3947,286291,2960,330,13,12,305,657,NA,NA,NA
43100,"Sheboygan, WI",1971,406232,97081,4184,301133,3102,376,15,17,344,707,NA,NA,NA
43100,"Sheboygan, WI",1972,450864,97541,4622,336706,3452,414,19,17,378,756,NA,NA,NA
43100,"Sheboygan, WI",1973,498159,98803,5042,369662,3741,470,18,13,439,830,NA,NA,NA
43100,"Sheboygan, WI",1974,550696,99963,5509,401935,4021,554,28,18,507,934,NA,NA,NA
43100,"Sheboygan, WI",1975,596734,100372,5945,421633,4201,720,40,82,598,1024,NA,NA,NA
43100,"Sheboygan, WI",1976,670106,99858,6711,483697,4844,766,49,51,666,1100,NA,NA,NA
43100,"Sheboygan, WI",1977,755393,100495,7517,553197,5505,797,54,28,714,1215,NA,NA,NA
43100,"Sheboygan, WI",1978,848398,100282,8460,625283,6235,884,57,27,800,1341,NA,NA,NA
43100,"Sheboygan, WI",1979,960569,100727,9536,708223,7031,1011,61,35,916,1494,NA,NA,NA
43100,"Sheboygan, WI",1980,1053535,100907,10441,741898,7352,1258,83,117,1058,1831,NA,NA,NA
43100,"Sheboygan, WI",1981,1153187,100554,11468,781809,7775,1428,100,88,1240,2265,NA,NA,NA
43100,"Sheboygan, WI",1982,1187755,100770,11787,776175,7702,1637,108,176,1353,2447,NA,NA,NA
43100,"Sheboygan, WI",1983,1239943,100592,12326,801089,7964,1744,127,152,1465,2619,NA,NA,NA
43100,"Sheboygan, WI",1984,1371536,101060,13572,899455,8900,1759,132,79,1548,2912,NA,NA,NA
43100,"Sheboygan, WI",1985,1422943,101028,14085,926990,9176,1858,142,80,1636,3052,NA,NA,NA
43100,"Sheboygan, WI",1986,1496681,100995,14819,984570,9749,1910,141,74,1696,3160,NA,NA,NA
43100,"Sheboygan, WI",1987,1570097,101347,15492,1055187,10412,1933,135,62,1736,3147,NA,NA,NA
43100,"Sheboygan, WI",1988,1691323,102018,16579,1134815,11124,2012,129,72,1811,3443,NA,NA,NA
43100,"Sheboygan, WI",1989,1850242,103032,17958,1236232,11999,2172,129,91,1951,3788,NA,NA,NA
43100,"Sheboygan, WI",1990,1920135,104137,18439,1270632,12202,2325,141,115,2070,3912,NA,NA,NA
43100,"Sheboygan, WI",1991,1975971,104714,18870,1306722,12479,2514,162,177,2176,3877,NA,NA,NA
43100,"Sheboygan, WI",1992,2143661,105627,20295,1431155,13549,2658,188,160,2310,4087,NA,NA,NA
43100,"Sheboygan, WI",1993,2280457,106729,21367,1541922,14447,2701,176,125,2400,4219,NA,NA,NA
43100,"Sheboygan, WI",1994,2441275,108093,22585,1669036,15441,2688,162,96,2431,4456,NA,NA,NA
43100,"Sheboygan, WI",1995,2575190,109672,23481,1729111,15766,2811,155,103,2553,4904,NA,NA,NA
43100,"Sheboygan, WI",1996,2684829,110737,24245,1803317,16285,2922,151,123,2647,5039,NA,NA,NA
43100,"Sheboygan, WI",1997,2785387,111536,24973,1889544,16941,2955,149,101,2706,5076,NA,NA,NA
43100,"Sheboygan, WI",1998,2999135,111973,26784,2035721,18180,3036,139,97,2800,5568,NA,NA,NA
43100,"Sheboygan, WI",1999,3130542,112088,27929,2193539,19570,3120,143,92,2885,5240,NA,NA,NA
43100,"Sheboygan, WI",2000,3332967,112739,29564,2330426,20671,3280,153,104,3024,5612,NA,NA,NA
43100,"Sheboygan, WI",2001,3438119,113023,30420,2397846,21216,3610,169,140,3302,5594,5941134,84.528,4379299
43100,"Sheboygan, WI",2002,3572756,113251,31547,2527937,22322,3886,184,214,3487,5339,6046449,86.026,4518940
43100,"Sheboygan, WI",2003,3634586,113433,32042,2574352,22695,3990,215,213,3562,5356,6200967,88.224,4656457
43100,"Sheboygan, WI",2004,3841969,113832,33751,2760959,24255,4078,231,151,3696,5418,6599976,93.901,5062758
43100,"Sheboygan, WI",2005,3893818,114454,34021,2767284,24178,4333,269,131,3934,5509,6431369,91.503,5088482
43100,"Sheboygan, WI",2006,4059028,114775,35365,2846332,24799,4608,285,123,4200,5958,6381223,90.789,5210871
43100,"Sheboygan, WI",2007,4274094,115178,37109,2954589,25652,4976,314,149,4513,6480,6579248,93.607,5486943
43100,"Sheboygan, WI",2008,4577797,115652,39583,3060816,26466,5589,342,224,5023,7528,6468509,92.031,5527784
43100,"Sheboygan, WI",2009,4483080,115562,38794,2964296,25651,6606,424,671,5511,6536,6158182,87.616,5552875
43100,"Sheboygan, WI",2010,4481478,115589,38771,2946960,25495,6998,489,633,5876,6278,6286686,89.444,5626954
43100,"Sheboygan, WI",2011,4723257,115553,40875,3062200,26500,6694,502,445,5747,7681,6388332,90.89,5801833
43100,"Sheboygan, WI",2012,5005259,115389,43377,3214793,27860,6708,504,279,5925,8809,6462697,91.948,6014997
43100,"Sheboygan, WI",2013,4920140,115596,42563,3218291,27841,6817,532,186,6098,7906,6530807,92.917,6169804
43100,"Sheboygan, WI",2014,5134229,116163,44198,3328795,28656,7063,513,93,6457,8479,6660220,94.759,6401943
43100,"Sheboygan, WI",2015,5351641,116653,45877,3472282,29766,7389,496,77,6815,8722,6825918,97.116,6711888
43100,"Sheboygan, WI",2016,5424468,116763,46457,3580737,30667,7536,474,67,6995,8254,7068187,100.563,7033834
43100,"Sheboygan, WI",2017,5725472,117080,48902,3732092,31876,7902,475,55,7372,9123,7028622,100,7028622
43100,"Sheboygan, WI",2018,6005261,117431,51139,3902241,33230,8406,454,48,7905,9503,7126252,101.389,7265319
43100,"Sheboygan, WI",2019,6117328,117777,51940,3913949,33232,8781,474,49,8258,9927,6978712,99.29,7280342
43100,"Sheboygan, WI",2020,6497441,118053,55038,3947870,33442,11125,572,716,9837,10471,6833063,97.218,7295618
43100,"Sheboygan, WI",2021,6919409,117687,58795,4070606,34588,12697,967,315,11416,11509,6874902,97.813,7583405
43100,"Sheboygan, WI",2022,7119748,117661,60511,4297680,36526,11751,1284,41,10426,12234,6806577,96.841,8120028
43100,"Sheboygan, WI",2023,7521744,117752,63878,4503591,38246,12016,663,45,11308,13615,6875216,97.817,8738603
43300,"Sherman-Denison, TX",1969,263562,82742,3185,198963,2405,309,23,7,279,471,NA,NA,NA
43300,"Sherman-Denison, TX",1970,287412,82644,3478,211828,2563,359,26,11,321,556,NA,NA,NA
43300,"Sherman-Denison, TX",1971,281123,80725,3482,201687,2498,431,26,24,381,553,NA,NA,NA
43300,"Sherman-Denison, TX",1972,309089,76977,4015,222845,2895,492,24,19,450,628,NA,NA,NA
43300,"Sherman-Denison, TX",1973,350654,77168,4544,248794,3224,588,22,12,554,732,NA,NA,NA
43300,"Sherman-Denison, TX",1974,388371,79176,4905,267069,3373,673,46,14,614,859,NA,NA,NA
43300,"Sherman-Denison, TX",1975,423246,82243,5146,278128,3382,844,51,61,732,921,NA,NA,NA
43300,"Sherman-Denison, TX",1976,475796,84093,5658,321388,3822,879,53,33,793,957,NA,NA,NA
43300,"Sherman-Denison, TX",1977,529118,84089,6292,359489,4275,957,52,27,878,1060,NA,NA,NA
43300,"Sherman-Denison, TX",1978,622806,84776,7346,434050,5120,1055,51,21,982,1172,NA,NA,NA
43300,"Sherman-Denison, TX",1979,730647,87500,8350,521144,5956,1125,53,23,1049,1269,NA,NA,NA
43300,"Sherman-Denison, TX",1980,822683,90118,9129,566708,6289,1278,66,39,1173,1563,NA,NA,NA
43300,"Sherman-Denison, TX",1981,917869,91140,10071,612905,6725,1463,72,39,1352,1883,NA,NA,NA
43300,"Sherman-Denison, TX",1982,996327,91857,10847,630271,6861,1653,70,65,1518,2332,NA,NA,NA
43300,"Sherman-Denison, TX",1983,1086395,92562,11737,683190,7381,1790,77,72,1641,2566,NA,NA,NA
43300,"Sherman-Denison, TX",1984,1193783,93722,12737,752014,8024,1854,79,37,1738,2860,NA,NA,NA
43300,"Sherman-Denison, TX",1985,1293103,94827,13636,806880,8509,1943,83,44,1817,3184,NA,NA,NA
43300,"Sherman-Denison, TX",1986,1344454,96787,13891,837950,8658,2039,91,70,1878,3194,NA,NA,NA
43300,"Sherman-Denison, TX",1987,1355058,95717,14157,850250,8883,2157,101,72,1984,3117,NA,NA,NA
43300,"Sherman-Denison, TX",1988,1415135,95246,14858,899601,9445,2247,117,51,2079,3166,NA,NA,NA
43300,"Sherman-Denison, TX",1989,1466253,95499,15354,912776,9558,2367,137,48,2181,3429,NA,NA,NA
43300,"Sherman-Denison, TX",1990,1531896,95120,16105,972517,10224,2619,165,42,2412,3262,NA,NA,NA
43300,"Sherman-Denison, TX",1991,1578846,96178,16416,1001455,10413,2795,198,63,2534,3209,NA,NA,NA
43300,"Sherman-Denison, TX",1992,1634603,96370,16962,1032494,10714,3170,245,109,2816,3078,NA,NA,NA
43300,"Sherman-Denison, TX",1993,1684568,97474,17282,1066466,10941,3315,266,96,2952,3026,NA,NA,NA
43300,"Sherman-Denison, TX",1994,1766270,98857,17867,1117333,11303,3444,273,59,3112,3121,NA,NA,NA
43300,"Sherman-Denison, TX",1995,1874839,100342,18684,1171857,11679,3705,289,46,3371,3301,NA,NA,NA
43300,"Sherman-Denison, TX",1996,2006234,102993,19479,1255569,12191,3848,302,45,3501,3440,NA,NA,NA
43300,"Sherman-Denison, TX",1997,2159276,105122,20541,1371170,13044,3943,294,42,3607,3554,NA,NA,NA
43300,"Sherman-Denison, TX",1998,2284829,107020,21350,1466349,13702,3995,290,48,3657,3653,NA,NA,NA
43300,"Sherman-Denison, TX",1999,2408856,109173,22065,1565248,14337,4062,281,56,3725,3665,NA,NA,NA
43300,"Sherman-Denison, TX",2000,2607347,110939,23503,1695870,15287,4242,276,44,3923,3974,NA,NA,NA
43300,"Sherman-Denison, TX",2001,2720225,112330,24216,1748719,15568,4559,281,97,4181,4090,3259055,69.291,2782956
43300,"Sherman-Denison, TX",2002,2777437,113239,24527,1777105,15693,4912,332,148,4431,3922,3344532,71.109,2868142
43300,"Sherman-Denison, TX",2003,2892647,114421,25281,1832090,16012,5170,374,144,4653,4099,3413453,72.574,2966561
43300,"Sherman-Denison, TX",2004,3037586,114998,26414,1943478,16900,5360,403,86,4871,4155,3643009,77.455,3219425
43300,"Sherman-Denison, TX",2005,3199308,115666,27660,2032354,17571,5821,454,61,5306,4268,3676134,78.159,3335569
43300,"Sherman-Denison, TX",2006,3460767,117174,29535,2222010,18963,6150,463,52,5636,4422,3979745,84.614,3653692
43300,"Sherman-Denison, TX",2007,3726519,118331,31492,2325963,19656,6643,470,54,6118,5193,3931722,83.593,3640712
43300,"Sherman-Denison, TX",2008,3996131,118834,33628,2397702,20177,7318,524,85,6708,6133,3994573,84.929,3758259
43300,"Sherman-Denison, TX",2009,3863195,120069,32175,2254583,18777,7906,612,257,7036,5492,4007008,85.194,3702272
43300,"Sherman-Denison, TX",2010,3991751,120971,32998,2300247,19015,8545,707,289,7549,5438,4132229,87.856,3848357
43300,"Sherman-Denison, TX",2011,4201717,121140,34685,2438513,20130,8784,726,248,7809,5771,4355954,92.613,4103158
43300,"Sherman-Denison, TX",2012,4390960,121347,36185,2573913,21211,8770,728,188,7855,6204,4412603,93.817,4191283
43300,"Sherman-Denison, TX",2013,4485524,121635,36877,2619209,21533,9192,730,141,8321,6151,4481729,95.287,4329816
43300,"Sherman-Denison, TX",2014,4738625,122647,38636,2751281,22433,9586,737,83,8766,6618,4561202,96.976,4472288
43300,"Sherman-Denison, TX",2015,4906151,124461,39419,2856896,22954,9950,724,95,9131,6515,4700710,99.943,4584754
43300,"Sherman-Denison, TX",2016,5166497,126866,40724,2975765,23456,10235,714,94,9427,7033,4773789,101.496,4701900
43300,"Sherman-Denison, TX",2017,5369622,129411,41493,3164436,24453,10229,721,75,9432,6812,4703414,100,4703414
43300,"Sherman-Denison, TX",2018,5720450,131876,43377,3364324,25511,10603,679,61,9864,7263,4970642,105.682,5079264
43300,"Sherman-Denison, TX",2019,6091838,134008,45459,3639813,27161,11062,705,65,10292,7236,5018905,106.708,5222917
43300,"Sherman-Denison, TX",2020,6547622,136099,48109,3718179,27320,13774,790,887,12097,7016,4916806,104.537,5225328
43300,"Sherman-Denison, TX",2021,7321779,139563,52462,4142253,29680,15213,1333,502,13379,7569,5307070,112.834,5889103
43300,"Sherman-Denison, TX",2022,7602062,143198,53088,4499473,31421,13398,870,57,12471,8269,5517752,117.314,6553883
43300,"Sherman-Denison, TX",2023,8218836,146907,55946,4854927,33048,13923,642,77,13204,8975,5883798,125.096,7289716
43340,"Shreveport-Bossier City, LA",1969,1034916,317174,3263,783297,2470,279,50,7,222,514,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1970,1131644,318633,3552,838506,2632,330,63,15,251,590,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1971,1227149,322578,3804,903770,2802,379,73,22,284,623,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1972,1330991,326844,4072,980609,3000,413,73,25,315,659,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1973,1470334,329175,4467,1074041,3263,463,72,15,377,741,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1974,1664748,332185,5012,1194780,3597,527,85,16,426,887,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1975,1867893,339670,5499,1328500,3911,630,87,43,500,958,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1976,2054622,344880,5957,1473607,4273,684,98,45,541,1000,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1977,2282591,347270,6573,1656738,4771,718,97,41,580,1085,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1978,2572536,350493,7340,1864264,5319,777,97,36,645,1244,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1979,2893789,354406,8165,2095104,5912,869,118,35,716,1385,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1980,3297298,360154,9155,2318766,6438,1025,146,59,820,1692,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1981,3798587,364582,10419,2627191,7206,1138,157,51,931,2075,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1982,4103060,370428,11077,2766836,7469,1281,153,102,1026,2327,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1983,4363430,373804,11673,2879178,7702,1399,169,130,1100,2571,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1984,4727961,375545,12590,3123412,8317,1457,184,81,1192,2816,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1985,4992728,378841,13179,3239929,8552,1588,184,103,1301,3039,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1986,5041541,381189,13226,3207354,8414,1745,197,151,1398,3066,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1987,5114183,376505,13583,3303898,8775,1798,214,90,1494,3010,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1988,5314173,370557,14341,3405272,9190,1933,248,58,1627,3219,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1989,5549514,366185,15155,3521736,9617,2132,283,42,1807,3405,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1990,5904564,359355,16431,3703899,10307,2367,316,34,2017,3756,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1991,6109876,358735,17032,3777827,10531,2713,347,44,2322,3788,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1992,6575097,361390,18194,4072290,11268,3079,424,66,2588,3846,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1993,6987456,364541,19168,4274709,11726,3435,432,57,2946,4006,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1994,7352441,366379,20068,4510224,12310,3620,445,35,3139,4138,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1995,7626525,369593,20635,4666346,12626,3615,481,33,3101,4395,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1996,7868168,371337,21189,4830108,13007,3641,500,35,3106,4541,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1997,8199839,373985,21926,5044677,13489,3676,496,34,3146,4760,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1998,8562907,372924,22962,5249910,14078,3814,516,36,3262,5070,NA,NA,NA
43340,"Shreveport-Bossier City, LA",1999,8802098,374607,23497,5503932,14693,3950,516,35,3398,4854,NA,NA,NA
43340,"Shreveport-Bossier City, LA",2000,9339104,376150,24828,5866977,15597,4034,512,37,3485,5197,NA,NA,NA
43340,"Shreveport-Bossier City, LA",2001,10329230,376250,27453,6658392,17697,4571,528,55,3988,5186,14992581,74.672,11231346
43340,"Shreveport-Bossier City, LA",2002,10613726,376578,28185,6882849,18277,4865,617,98,4150,5043,15081986,75.118,11302004
43340,"Shreveport-Bossier City, LA",2003,10945133,377109,29024,7065363,18736,4980,653,98,4229,5308,15752894,78.459,12476827
43340,"Shreveport-Bossier City, LA",2004,11299240,380550,29692,7184641,18880,5451,702,75,4674,5361,16614594,82.751,13743210
43340,"Shreveport-Bossier City, LA",2005,12383324,383099,32324,7746898,20222,5782,787,145,4850,6321,17577071,87.545,15656288
43340,"Shreveport-Bossier City, LA",2006,13289196,389521,34117,8289643,21282,6032,748,63,5221,6803,18198394,90.639,16750890
43340,"Shreveport-Bossier City, LA",2007,13617255,390221,34896,8391538,21505,6356,789,52,5516,7035,16913359,84.239,16108699
43340,"Shreveport-Bossier City, LA",2008,15654312,392367,39897,9569247,24389,7177,922,69,6185,8332,17078919,85.064,17358306
43340,"Shreveport-Bossier City, LA",2009,14929499,394845,37811,9014519,22831,7549,951,176,6422,7432,19624746,97.743,17755371
43340,"Shreveport-Bossier City, LA",2010,15998696,399958,40001,9791838,24482,7870,1034,182,6654,7649,20817116,103.682,20204068
43340,"Shreveport-Bossier City, LA",2011,16464030,403956,40757,9673487,23947,7869,1049,135,6685,8941,21963731,109.393,22530818
43340,"Shreveport-Bossier City, LA",2012,16860360,407563,41369,9806414,24061,8007,1086,106,6815,9301,20885719,104.024,21121872
43340,"Shreveport-Bossier City, LA",2013,16918999,406378,41634,10142824,24959,8317,1085,73,7159,8358,19354820,96.399,19997350
43340,"Shreveport-Bossier City, LA",2014,17486708,404712,43208,10590921,26169,8326,1083,48,7195,8712,19273319,95.993,20096213
43340,"Shreveport-Bossier City, LA",2015,17330899,404222,42875,10035934,24828,9320,1106,59,8155,8727,19843907,98.835,19097909
43340,"Shreveport-Bossier City, LA",2016,17048869,402138,42396,9709223,24144,9918,1326,63,8528,8334,19760589,98.42,18869418
43340,"Shreveport-Bossier City, LA",2017,17320672,400439,43254,9851181,24601,10204,1150,51,9003,8449,20077806,100,20077806
43340,"Shreveport-Bossier City, LA",2018,18332649,397635,46104,10279031,25850,10656,1126,42,9488,9598,20687072,103.035,21813168
43340,"Shreveport-Bossier City, LA",2019,18604036,395208,47074,10476874,26510,11120,1150,39,9931,9444,21268008,105.928,21879585
43340,"Shreveport-Bossier City, LA",2020,20396751,392511,51965,10515138,26789,14466,1346,1300,11820,10710,19973012,99.478,19765611
43340,"Shreveport-Bossier City, LA",2021,21628061,388930,55609,11393676,29295,16120,2045,688,13387,10194,21043358,104.809,23796591
43340,"Shreveport-Bossier City, LA",2022,22395007,384943,58177,12054728,31316,15079,2221,32,12826,11783,20728375,103.24,27492576
43340,"Shreveport-Bossier City, LA",2023,23438539,383295,61150,12637514,32971,15451,1462,34,13955,12728,22591058,112.518,27913122
43420,"Sierra Vista-Douglas, AZ",1969,235225,60500,3888,180904,2990,237,11,5,221,661,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1970,258346,62770,4116,192413,3065,266,14,7,246,784,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1971,310805,67149,4629,232014,3455,294,14,12,267,880,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1972,350963,70938,4947,259783,3662,320,18,11,291,965,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1973,393750,74558,5281,287257,3853,374,24,9,341,1054,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1974,422424,76165,5546,303147,3980,438,38,15,386,1128,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1975,444691,76922,5781,306266,3982,607,48,66,493,1192,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1976,486415,78946,6161,335584,4251,666,57,68,541,1245,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1977,527949,80688,6543,359590,4457,691,55,39,597,1395,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1978,598871,83160,7201,405394,4875,751,52,34,665,1576,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1979,644364,86268,7469,426831,4948,827,71,24,732,1694,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1980,729878,86172,8470,475044,5513,965,99,32,833,1993,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1981,811002,88036,9212,515960,5861,1123,104,35,984,2228,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1982,858984,88373,9720,532480,6025,1244,113,64,1068,2450,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1983,938160,88872,10556,576204,6484,1360,127,61,1172,2713,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1984,1032848,90937,11358,633492,6966,1446,133,34,1280,2946,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1985,1084814,91192,11896,653206,7163,1531,130,34,1367,3202,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1986,1151728,94093,12240,690125,7334,1585,136,28,1421,3321,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1987,1223957,96690,12659,734982,7601,1686,147,33,1506,3371,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1988,1293491,96316,13430,769245,7987,1845,180,42,1623,3598,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1989,1357291,97551,13914,778057,7976,2100,204,39,1857,3838,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1990,1439193,97918,14698,826484,8441,2311,237,46,2027,3946,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1991,1528039,99058,15426,876853,8852,2584,277,65,2242,3990,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1992,1653535,101453,16299,953587,9399,2880,326,96,2458,4020,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1993,1717827,104403,16454,971972,9310,3028,346,97,2585,4116,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1994,1812731,109323,16581,1010001,9239,3085,363,68,2655,4257,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1995,1884229,112480,16752,1029329,9151,3191,392,59,2740,4410,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1996,1983259,112880,17570,1078712,9556,3369,400,57,2912,4644,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1997,2061796,114907,17943,1135277,9880,3490,407,48,3035,4573,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1998,2203149,116091,18978,1201329,10348,3617,383,45,3189,5013,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",1999,2284612,116530,19605,1242873,10666,3837,380,38,3418,5103,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",2000,2443893,118132,20688,1350996,11436,3918,373,38,3507,5334,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ",2001,2635942,118798,22188,1457686,12270,4442,390,53,3999,5476,3647128,79.544,2598072
43420,"Sierra Vista-Douglas, AZ",2002,2786758,119847,23253,1545790,12898,4923,432,84,4408,5431,3676578,80.186,2690589
43420,"Sierra Vista-Douglas, AZ",2003,3042203,120638,25218,1723630,14288,5415,478,87,4850,5515,3949401,86.136,2977800
43420,"Sierra Vista-Douglas, AZ",2004,3258198,123234,26439,1802977,14631,5876,505,60,5311,5932,4038852,88.087,3132791
43420,"Sierra Vista-Douglas, AZ",2005,3524250,125786,28018,1979223,15735,6352,535,50,5768,5931,4244601,92.575,3396164
43420,"Sierra Vista-Douglas, AZ",2006,3736653,127241,29367,2086667,16399,6881,550,43,6288,6086,4352073,94.919,3612145
43420,"Sierra Vista-Douglas, AZ",2007,4026415,128206,31406,2221220,17325,7425,568,51,6806,6656,4609239,100.527,3939230
43420,"Sierra Vista-Douglas, AZ",2008,4266312,129023,33066,2313898,17934,8398,618,84,7696,6735,4689284,102.273,4082656
43420,"Sierra Vista-Douglas, AZ",2009,4452307,130081,34227,2381065,18304,9553,737,207,8608,6370,4712495,102.779,4198252
43420,"Sierra Vista-Douglas, AZ",2010,4569454,131771,34677,2462094,18685,9846,793,253,8800,6147,4920718,107.321,4420121
43420,"Sierra Vista-Douglas, AZ",2011,4703524,132866,35401,2531003,19049,9663,827,194,8642,6688,4980412,108.623,4541138
43420,"Sierra Vista-Douglas, AZ",2012,4550122,131619,34570,2391802,18172,9585,834,141,8610,6813,4781331,104.281,4418428
43420,"Sierra Vista-Douglas, AZ",2013,4440383,128991,34424,2282860,17698,10087,859,96,9131,6639,4610485,100.555,4327762
43420,"Sierra Vista-Douglas, AZ",2014,4473661,126558,35349,2217148,17519,10951,878,65,10008,6879,4450513,97.066,4268104
43420,"Sierra Vista-Douglas, AZ",2015,4599560,125508,36648,2255889,17974,11474,909,56,10508,7200,4548133,99.195,4439351
43420,"Sierra Vista-Douglas, AZ",2016,4632411,124592,37181,2256195,18109,12037,893,50,11093,7035,4651172,101.442,4583630
43420,"Sierra Vista-Douglas, AZ",2017,4807685,123547,38914,2304646,18654,12946,891,46,12009,7314,4585054,100,4585054
43420,"Sierra Vista-Douglas, AZ",2018,4947982,124874,39624,2359789,18897,13433,875,41,12517,7294,4589727,100.102,4703080
43420,"Sierra Vista-Douglas, AZ",2019,5174896,125334,41289,2449023,19540,14279,917,36,13326,7470,4677243,102.011,4885687
43420,"Sierra Vista-Douglas, AZ",2020,5876370,125527,46814,2698199,21495,17742,1064,1083,15595,7577,4997956,109.005,5348746
43420,"Sierra Vista-Douglas, AZ",2021,6269961,126119,49715,2730733,21652,20227,1769,369,18088,7836,4920631,107.319,5458610
43420,"Sierra Vista-Douglas, AZ",2022,6340860,125487,50530,2845599,22676,19914,1737,26,18150,7940,5000069,109.051,5860392
43420,"Sierra Vista-Douglas, AZ",2023,6643755,124640,53304,2976778,23883,20767,1144,43,19581,8653,4969525,108.385,6080882
