"","year","prim_state","CBSA_Code","CBSA_name","tot_emp_school_psychologists","tot_emp_teachers_preschool","tot_emp_bus_drivers","tot_emp_administrators_elemsec","tot_emp_teachers_kindergarten","tot_emp_teachers_elementary","tot_emp_teachers_secondary","tot_emp_administrators_preschool","tot_emp_teachers_middle_school","tot_emp_teachers_other","a_mean_school_psychologists","a_mean_teachers_preschool","a_mean_bus_drivers","a_mean_administrators_elemsec","a_mean_teachers_kindergarten","a_mean_teachers_elementary","a_mean_teachers_secondary","a_mean_administrators_preschool","a_mean_teachers_middle_school","a_mean_teachers_other","a_median_school_psychologists","a_median_teachers_preschool","a_median_bus_drivers","a_median_administrators_elemsec","a_median_teachers_kindergarten","a_median_teachers_elementary","a_median_teachers_secondary","a_median_administrators_preschool","a_median_teachers_middle_school","a_median_teachers_other","tot_emp_substitute_teachers","a_mean_substitute_teachers","a_median_substitute_teachers"
"9571",2024,"CA",12540,"Bakersfield-Delano, CA",180,930,400,NA,190,4300,3540,140,NA,NA,118210,46260,53210,NA,82560,78830,95650,74900,82750,NA,123410,43700,52350,NA,82000,77020,99370,62980,77610,NA,4270,63030,67270
"9572",2024,"MD",12580,"Baltimore-Columbia-Towson, MD",840,4420,3110,NA,1150,16020,8770,NA,3770,NA,105180,44490,53720,NA,73440,72670,75210,NA,72820,NA,104890,36680,52320,NA,70960,74880,76490,NA,64500,NA,2890,41290,38140
"9573",2024,"ME",12620,"Bangor, ME",NA,140,330,NA,60,890,420,40,410,NA,NA,41050,45730,NA,57160,61040,58280,54620,64620,NA,NA,35620,46570,NA,53130,59970,60900,50590,62860,NA,110,35150,31200
"9574",2024,"MA",12700,"Barnstable Town, MA",90,250,140,NA,80,800,850,40,420,NA,128550,47810,57350,NA,81950,85870,89260,68660,88650,NA,103830,45330,59440,NA,85170,98110,97750,64330,97480,NA,230,44070,36150
"9575",2024,"LA",12940,"Baton Rouge, LA",130,580,1570,NA,440,4180,3120,130,1510,NA,67040,41300,36410,NA,57870,59670,67340,53900,60600,NA,62140,37950,33040,NA,56760,58270,63720,48160,58580,NA,60,36350,17570
"9576",2024,"MI",12980,"Battle Creek, MI",NA,110,50,NA,NA,420,270,NA,190,NA,NA,37010,42890,NA,NA,66390,66210,NA,65840,NA,NA,35350,46190,NA,NA,63150,63640,NA,63600,NA,NA,NA,NA
"9577",2024,"MI",13020,"Bay City, MI",NA,60,40,NA,NA,340,190,NA,NA,NA,NA,36600,40060,NA,NA,64870,63340,NA,NA,NA,NA,34820,37990,NA,NA,64840,59370,NA,NA,NA,NA,NA,NA
"9578",2024,"TX",13140,"Beaumont-Port Arthur, TX",40,370,390,NA,140,1680,1290,NA,870,NA,71730,35770,42030,NA,54260,56180,60230,NA,57710,NA,68920,29790,42770,NA,56790,58040,61170,NA,60390,NA,680,27500,25230
"9579",2024,"WV",13220,"Beckley, WV",NA,160,250,NA,50,380,210,NA,200,NA,NA,32790,32620,NA,51350,49550,52380,NA,50850,NA,NA,27950,34130,NA,49430,47820,50210,NA,48650,NA,380,53650,56060
"9580",2024,"WA",13380,"Bellingham, WA",30,270,270,NA,170,900,420,NA,350,NA,101340,39400,62510,NA,85480,90790,96020,NA,89770,NA,102860,36490,64080,NA,81780,93560,102810,NA,83600,NA,550,51240,53340
"9581",2024,"OR",13460,"Bend, OR",NA,370,250,NA,80,590,700,60,500,NA,111370,42810,54810,NA,62870,66790,83160,59450,70000,NA,111470,42620,57900,NA,58470,61640,80340,52970,61260,NA,550,54310,54320
"9582",2024,"MT",13740,"Billings, MT",NA,220,160,NA,50,740,660,30,330,NA,NA,36300,43940,NA,50930,63190,65810,54480,65370,NA,NA,34430,46220,NA,46590,59450,61500,52300,60910,NA,220,30460,29760
"9583",2024,"NY",13780,"Binghamton, NY",70,210,530,NA,110,1040,920,30,530,NA,84090,49420,47350,NA,69700,73840,74420,75560,70810,NA,77440,36340,47370,NA,64200,74660,75390,62860,71960,NA,570,38760,36850
"9584",2024,"AL",13820,"Birmingham, AL",NA,1510,2080,NA,NA,4370,2850,190,4070,NA,NA,32290,19800,NA,NA,58910,60410,48460,58640,NA,NA,28530,18550,NA,NA,61300,60850,43960,61310,NA,NA,26670,28810
"9585",2024,"ND",13900,"Bismarck, ND",NA,90,240,NA,100,700,400,NA,270,NA,NA,44500,46700,NA,60560,62230,65680,NA,63940,NA,NA,40360,46590,NA,62410,63410,64590,NA,64500,NA,NA,NA,NA
"9586",2024,"VA",13980,"Blacksburg-Christiansburg-Radford, VA",NA,180,280,NA,40,660,460,NA,240,NA,NA,35950,45000,NA,52950,59570,65680,NA,59000,NA,NA,34860,45820,NA,49310,56770,63680,NA,58770,NA,300,32600,27600
"9587",2024,"IL",14010,"Bloomington, IL",40,320,270,NA,60,680,540,40,350,NA,78880,38800,46130,NA,67880,68200,73440,50830,68560,NA,74590,35810,45850,NA,77710,62940,63910,47880,63760,NA,410,48640,35120
"9588",2024,"IN",14020,"Bloomington, IN",NA,140,180,NA,NA,510,410,NA,180,NA,NA,34580,43730,NA,NA,58180,62280,NA,56770,NA,NA,34810,44220,NA,NA,56700,60120,NA,57800,NA,150,47890,38010
"9589",2024,"ID",14260,"Boise City, ID",160,200,1130,NA,120,3020,1980,NA,NA,NA,70120,31430,42850,NA,65160,60620,66700,NA,66040,NA,61630,28320,42070,NA,61270,59120,62040,NA,61720,NA,1570,42610,33800
"9590",2024,"MA",14460,"Boston-Cambridge-Newton, MA-NH",1970,11900,7270,NA,1440,22040,20760,1730,11620,NA,98350,48790,58180,NA,83820,85910,88890,73170,86900,NA,98150,45110,63590,NA,82620,86600,95220,71240,87810,NA,5150,45330,37720
"9591",2024,"KY",14540,"Bowling Green, KY",NA,270,350,NA,100,880,570,30,310,NA,NA,34060,40840,NA,54600,52500,56070,45970,54560,NA,NA,29190,39450,NA,57700,49710,59710,36220,57890,NA,NA,NA,NA
"9592",2024,"MT",14580,"Bozeman, MT",NA,180,140,NA,60,390,330,40,290,NA,NA,39290,48090,NA,58730,58390,61440,56380,65970,NA,NA,36510,47780,NA,50680,49920,62610,59500,65310,NA,150,33980,31890
"9593",2024,"WA",14740,"Bremerton-Silverdale-Port Orchard, WA",50,230,310,NA,110,1020,450,NA,300,NA,111240,41540,63930,NA,87270,94150,99090,NA,97910,NA,120590,39130,65480,NA,81850,100620,100500,NA,105610,NA,410,50350,50430
"9594",2024,"CT",14860,"Bridgeport-Stamford-Danbury, CT",370,1960,1330,NA,430,4570,4160,360,2370,NA,108640,53240,59050,NA,97550,90800,87740,73160,93410,NA,102320,45990,63820,NA,95970,83820,79960,71280,84990,NA,1360,48020,39120
"9595",2024,"TX",15180,"Brownsville-Harlingen, TX",NA,630,610,NA,210,1620,2060,130,1310,NA,NA,32390,34240,NA,60850,59900,61200,45490,61500,NA,NA,30840,28900,NA,63130,62900,60510,46140,60710,NA,50,28880,26650
"9596",2024,"GA",15260,"Brunswick-St. Simons, GA",NA,90,210,NA,NA,580,NA,NA,340,NA,NA,50390,42900,NA,NA,74660,NA,NA,73900,NA,NA,46090,47650,NA,NA,74160,NA,NA,76390,NA,170,34520,30210
"9597",2024,"NY",15380,"Buffalo-Cheektowaga, NY",340,1460,3030,NA,500,6350,3550,200,1790,NA,86110,44720,52130,NA,75570,74270,82540,67700,79060,NA,79730,35750,51520,NA,76510,76320,79710,60390,79710,NA,2920,42360,38860
"9598",2024,"NC",15500,"Burlington, NC",NA,250,90,NA,30,700,390,30,NA,NA,61930,30900,35400,NA,45090,49080,50430,53250,NA,NA,61300,28910,35540,NA,46690,47750,49920,48650,NA,NA,NA,NA,NA
"9599",2024,"VT",15540,"Burlington-South Burlington, VT",80,600,260,NA,70,1180,830,100,420,NA,84280,46600,48610,NA,69680,69350,69710,60910,72490,NA,79650,44770,48400,NA,66070,64620,63450,58260,75090,NA,500,40690,37610
"9600",2024,"OH",15940,"Canton-Massillon, OH",120,410,100,NA,60,1460,1800,60,700,NA,97330,31110,35090,NA,55810,67420,72890,52000,67030,NA,77720,28680,26580,NA,55660,71520,75600,45380,64740,NA,380,37480,36270
"9601",2024,"FL",15980,"Cape Coral-Fort Myers, FL",NA,820,570,NA,340,2300,1170,160,1150,NA,NA,33970,41300,NA,55110,56140,57150,54500,56330,NA,NA,34060,39400,NA,57790,58460,58270,48670,58360,NA,180,40860,34610
"9602",2024,"MO",16020,"Cape Girardeau, MO-IL",NA,110,60,NA,NA,NA,300,NA,40,NA,NA,31820,43210,NA,NA,49400,49420,NA,53970,NA,NA,29120,41130,NA,NA,45280,46410,NA,53120,NA,70,34790,29780
"9603",2024,"NV",16180,"Carson City, NV",NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,35990,NA,NA,NA,NA,NA,NA,NA,NA,NA,30910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9604",2024,"WY",16220,"Casper, WY",NA,80,70,NA,NA,NA,NA,NA,150,NA,NA,32800,46790,NA,NA,NA,NA,NA,62160,NA,NA,28340,45910,NA,NA,NA,NA,NA,61460,NA,NA,NA,NA
"9605",2024,"IA",16300,"Cedar Rapids, IA",80,530,410,NA,100,870,1220,110,710,NA,63530,31990,49650,NA,58970,57620,59660,49700,58630,NA,50290,29380,47100,NA,61670,59760,59230,45020,58800,NA,570,42620,37020
"9606",2024,"PA",16540,"Chambersburg, PA",NA,160,330,NA,40,460,590,NA,310,NA,NA,31220,42560,NA,61580,69110,75230,NA,71110,NA,NA,29020,37580,NA,63460,74310,77450,NA,73000,NA,NA,NA,NA
"9607",2024,"IL",16580,"Champaign-Urbana, IL",50,620,260,NA,100,1040,710,70,540,NA,69800,40900,43870,NA,59600,57530,61870,58210,58670,NA,70140,36250,43670,NA,58680,58760,59630,53500,58710,NA,280,52770,38670
"9608",2024,"WV",16620,"Charleston, WV",NA,260,530,NA,100,730,370,NA,NA,NA,NA,34140,31600,NA,54790,53490,52880,NA,NA,NA,NA,28550,30110,NA,54770,50610,53770,NA,NA,NA,340,51400,47070
"9609",2024,"SC",16700,"Charleston-North Charleston, SC",140,470,1110,NA,150,4140,2760,100,660,NA,80510,34500,48030,NA,54250,59800,65450,55440,62830,NA,83210,31870,48690,NA,50110,59880,63350,45450,60930,NA,990,60510,37340
"9610",2024,"NC",16740,"Charlotte-Concord-Gastonia, NC-SC",540,3850,2520,NA,690,11140,9210,490,5150,NA,78460,35740,39860,NA,56960,55660,57620,61840,57390,NA,80030,34380,38640,NA,55680,56780,58050,58730,58480,NA,3100,34200,30550
"9611",2024,"VA",16820,"Charlottesville, VA",30,260,430,NA,NA,1050,830,40,550,NA,79640,39420,48600,NA,NA,62560,64040,51810,61970,NA,75130,36240,45730,NA,NA,61120,60650,46440,59750,NA,560,36280,29800
"9612",2024,"TN",16860,"Chattanooga, TN-GA",120,490,630,NA,290,2070,1970,50,1070,NA,63700,37040,38140,NA,57580,56990,61050,58580,58890,NA,63090,30340,40830,NA,56300,57820,62520,46790,60940,NA,230,27400,27940
"9613",2024,"WY",16940,"Cheyenne, WY",NA,NA,NA,NA,70,430,320,NA,130,NA,NA,NA,NA,NA,62040,64090,68980,NA,66410,NA,NA,NA,NA,NA,64040,64940,65220,NA,64960,NA,290,38210,39000
"9614",2024,"IL",16980,"Chicago-Naperville-Elgin, IL-IN",2800,14860,13910,NA,3090,45400,34720,2960,16860,NA,87790,42080,50470,NA,70860,73950,88500,54660,76960,NA,80600,37460,50630,NA,65220,75020,80440,47470,75690,NA,9720,41990,39770
"9615",2024,"CA",17020,"Chico, CA",NA,330,50,NA,50,860,420,70,330,NA,NA,45170,60250,NA,83230,87190,88090,65450,83340,NA,NA,43480,59430,NA,75080,93670,82890,61230,77000,NA,560,59260,59180
"9616",2024,"OH",17140,"Cincinnati, OH-KY-IN",520,4150,2460,NA,520,9130,8870,580,3740,NA,92310,36280,49400,NA,56010,65670,69050,51870,68960,NA,90830,34200,47170,NA,54830,60940,63270,45930,62300,NA,780,35360,34700
"9617",2024,"TN",17300,"Clarksville, TN-KY",NA,250,NA,NA,40,1510,840,NA,600,NA,NA,30590,NA,NA,54200,53940,55900,NA,56410,NA,NA,28130,NA,NA,57850,49370,51200,NA,50980,NA,340,27390,24430
"9618",2024,"OH",17410,"Cleveland, OH",450,3360,1030,NA,540,6300,7800,590,6530,NA,86560,35740,49340,NA,78460,69510,78350,60300,75470,NA,84860,34320,46900,NA,78070,64510,77500,48710,77240,NA,800,38160,34900
"9619",2024,"TN",17420,"Cleveland, TN",NA,60,90,NA,NA,370,300,NA,NA,NA,NA,31470,26980,NA,NA,54080,58560,NA,NA,NA,NA,27200,23960,NA,NA,58750,61030,NA,NA,NA,220,24180,25610
"9620",2024,"ID",17660,"Coeur d'Alene, ID",NA,50,170,NA,NA,660,450,NA,NA,NA,NA,32760,43680,NA,NA,61460,66620,NA,NA,NA,NA,28670,41820,NA,NA,62920,62700,NA,NA,NA,NA,NA,NA
"9621",2024,"TX",17780,"College Station-Bryan, TX",NA,270,250,NA,100,1130,860,60,610,NA,NA,35620,42330,NA,54570,58700,58230,49400,56300,NA,NA,29880,45080,NA,52980,57480,59770,47120,58480,NA,110,25660,21770
"9622",2024,"MO",17860,"Columbia, MO",NA,310,600,NA,40,1200,620,80,280,NA,NA,34080,40010,NA,54490,51910,55730,47240,55220,NA,NA,30440,37020,NA,47380,47640,48630,37090,50490,NA,320,33500,29500
"9623",2024,"SC",17900,"Columbia, SC",180,540,940,NA,340,3610,3380,90,2220,NA,79150,39660,41550,NA,56660,57180,58440,51150,57300,NA,77080,32780,46150,NA,58600,59150,60180,44680,57540,NA,1410,53320,33690
"9624",2024,"GA",17980,"Columbus, GA-AL",NA,420,290,NA,100,1330,690,NA,NA,NA,NA,35390,34420,NA,63820,61720,66370,NA,NA,NA,NA,29910,35590,NA,62650,60260,61270,NA,NA,NA,140,33680,22880
"9625",2024,"IN",18020,"Columbus, IN",NA,120,NA,NA,NA,370,NA,NA,NA,NA,NA,34090,NA,NA,NA,54890,NA,NA,NA,NA,NA,33140,NA,NA,NA,56950,NA,NA,NA,NA,180,40960,36730
"9626",2024,"OH",18140,"Columbus, OH",300,4810,860,NA,770,11150,8790,700,5200,NA,91470,33680,51990,NA,75090,74340,79590,52810,67190,NA,81120,31610,47670,NA,76830,76940,79320,47080,60720,NA,3090,39070,36560
"9627",2024,"TX",18580,"Corpus Christi, TX",50,320,560,NA,50,1830,1460,70,1130,NA,68990,31050,43860,NA,55950,57390,62800,47710,59030,NA,68700,27920,42880,NA,57290,58210,60930,44060,59330,NA,300,43790,29380
"9628",2024,"OR",18700,"Corvallis, OR",NA,160,110,NA,30,290,NA,NA,170,NA,NA,39670,51020,NA,67180,68340,NA,NA,72510,NA,NA,36540,47480,NA,72420,62980,NA,NA,77470,NA,NA,NA,NA
"9629",2024,"FL",18880,"Crestview-Fort Walton Beach-Destin, FL",NA,270,210,NA,170,1100,570,70,490,NA,NA,33340,43330,NA,58680,63220,67030,52250,58960,NA,NA,30650,39100,NA,50850,59770,62440,46280,62440,NA,630,34850,31200
"9630",2024,"TX",19100,"Dallas-Fort Worth-Arlington, TX",1260,9020,8500,NA,2510,31470,28280,1780,19890,NA,84570,39660,45570,NA,63540,63860,66030,56740,65790,NA,80030,35460,47150,NA,64280,63700,64180,52880,64230,NA,11220,33910,31490
"9631",2024,"GA",19140,"Dalton, GA",NA,80,NA,NA,50,990,400,NA,540,NA,NA,47250,NA,NA,65830,64720,64610,NA,66190,NA,NA,38430,NA,NA,60890,61210,62280,NA,64270,NA,NA,NA,NA
"9632",2024,"AL",19300,"Daphne-Fairhope-Foley, AL",NA,310,400,NA,NA,790,NA,40,460,NA,NA,32400,18760,NA,NA,57930,59820,45730,58610,NA,NA,27810,17740,NA,NA,60170,60820,44240,58570,NA,1180,24130,24320
"9633",2024,"IA",19340,"Davenport-Moline-Rock Island, IA-IL",70,540,570,NA,150,1640,1310,70,880,NA,72140,36930,45770,NA,62610,60810,67090,56620,63100,NA,79340,35210,46770,NA,60390,59540,62410,48670,60740,NA,520,39910,37410
"9634",2024,"OH",19430,"Dayton-Kettering-Beavercreek, OH",130,1650,150,NA,190,3360,3300,220,1780,NA,99210,38400,53600,NA,68780,69880,74340,55170,69640,NA,102920,30970,46060,NA,74600,76330,76880,47750,68320,NA,560,34980,32630
"9635",2024,"AL",19460,"Decatur, AL",NA,NA,260,NA,NA,600,550,NA,NA,NA,NA,NA,18520,NA,NA,58290,61860,NA,NA,NA,NA,NA,18090,NA,NA,59680,62150,NA,NA,NA,360,24270,25600
"9636",2024,"IL",19500,"Decatur, IL",NA,150,170,NA,30,380,330,NA,220,NA,NA,43570,52060,NA,57340,57050,62810,NA,57150,NA,NA,40540,50770,NA,61420,58800,59940,NA,59370,NA,40,37790,34180
"9637",2024,"FL",19660,"Deltona-Daytona Beach-Ormond Beach, FL",NA,730,370,NA,280,2280,2190,170,840,NA,NA,33780,39900,NA,63300,57410,64070,55060,57170,NA,NA,30330,37820,NA,58690,57600,58510,47020,58930,NA,390,40290,37380
"9638",2024,"IA",19780,"Des Moines-West Des Moines, IA",110,1650,890,NA,200,3370,2800,290,1180,NA,72760,33310,47000,NA,58230,56320,60850,52160,58540,NA,76060,30230,45380,NA,57190,57060,59950,48220,59180,NA,1710,39580,38760
"9639",2024,"MI",19820,"Detroit-Warren-Dearborn, MI",700,4580,3000,NA,790,18370,9810,690,5020,NA,81790,40420,45540,NA,71120,69550,72080,57700,66520,NA,77620,37480,46340,NA,73850,63740,75830,56620,63030,NA,1630,39520,35590
"9640",2024,"AL",20020,"Dothan, AL",NA,230,370,NA,NA,NA,620,NA,200,NA,NA,31100,17230,NA,NA,51200,59800,NA,58360,NA,NA,26680,16700,NA,NA,52250,60490,NA,58820,NA,140,25370,22960
"9641",2024,"DE",20100,"Dover, DE",50,300,380,NA,NA,460,1020,40,650,NA,80320,30900,41100,NA,NA,63830,66730,60830,66150,NA,77340,28450,39350,NA,NA,61660,73940,60910,59670,NA,190,35900,33330
"9642",2024,"IA",20220,"Dubuque, IA",NA,210,NA,NA,30,540,470,50,NA,NA,NA,33490,NA,NA,52600,55470,59550,48130,NA,NA,NA,28950,NA,NA,50370,55630,58960,44950,NA,NA,NA,NA,NA
"9643",2024,"MN",20260,"Duluth, MN-WI",40,490,290,NA,130,1090,660,50,450,NA,80050,41040,47070,NA,65830,64940,62790,58450,61990,NA,77940,36520,46000,NA,63620,60490,61620,56270,59900,NA,230,68170,41760
"9644",2024,"NC",20500,"Durham-Chapel Hill, NC",90,1180,620,NA,210,2540,1860,150,1070,NA,75510,35380,43480,NA,54250,54520,57780,61070,55840,NA,78690,34850,42830,NA,49080,50970,58950,57700,52170,NA,1160,33700,32940
"9645",2024,"TX",20580,"Eagle Pass, TX",NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,28940,NA,NA,NA,NA,NA,NA,NA,NA,NA,27160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9646",2024,"WI",20740,"Eau Claire, WI",40,490,330,NA,60,630,380,40,340,NA,73910,33140,48100,NA,59140,61670,60150,53030,65190,NA,66710,34370,46050,NA,60310,61620,58880,49150,62290,NA,190,NA,NA
"9647",2024,"CA",20940,"El Centro, CA",70,110,50,NA,50,760,580,30,280,NA,135480,47060,56130,NA,94360,107690,93900,73550,113010,NA,140350,42730,56650,NA,100120,101960,96370,59990,100680,NA,840,55330,52380
"9648",2024,"KY",21060,"Elizabethtown, KY",NA,170,260,NA,70,460,300,NA,230,NA,NA,34470,44940,NA,53740,56270,60110,NA,57080,NA,NA,29080,46820,NA,47150,59520,59250,NA,58920,NA,NA,NA,NA
"9649",2024,"IN",21140,"Elkhart-Goshen, IN",NA,150,330,NA,40,1200,670,NA,420,NA,NA,35050,46400,NA,52900,57690,62010,NA,59350,NA,NA,30960,48910,NA,47260,56670,61330,NA,60750,NA,330,35450,34670
"9650",2024,"NY",21300,"Elmira, NY",NA,60,200,NA,40,450,260,NA,NA,NA,NA,47230,55570,NA,62160,65930,71710,NA,NA,NA,NA,38110,49460,NA,59850,59680,75640,NA,NA,NA,170,40030,36560
"9651",2024,"TX",21340,"El Paso, TX",110,1000,1010,NA,200,2960,3950,170,2110,NA,74850,38520,43690,NA,59910,59770,60950,49970,60630,NA,77160,30280,39900,NA,62470,62810,60000,47140,61480,NA,1770,29020,27460
"9652",2024,"OK",21420,"Enid, OK",NA,70,50,NA,40,300,200,NA,130,NA,NA,30410,37500,NA,44880,46240,47320,NA,48270,NA,NA,23810,36250,NA,43370,45800,48690,NA,49780,NA,60,39890,22680
"9653",2024,"PA",21500,"Erie, PA",NA,430,320,NA,80,990,730,60,700,NA,NA,32060,41900,NA,63180,63520,69170,51010,63520,NA,NA,30260,41200,NA,61100,62290,73110,46130,61090,NA,250,52920,61560
"9654",2024,"OR",21660,"Eugene-Springfield, OR",50,600,430,NA,110,1090,760,110,860,NA,90080,40940,52020,NA,68000,68640,79210,58350,75240,NA,94790,37550,48840,NA,67090,64580,78130,49710,79220,NA,350,55830,60340
"9655",2024,"IN",21780,"Evansville, IN",NA,290,260,NA,60,1080,770,NA,520,NA,NA,34330,42650,NA,58540,53520,62050,NA,59490,NA,NA,34060,39650,NA,56650,49380,59530,NA,59490,NA,680,39630,39510
"9656",2024,"AK",21820,"Fairbanks-College, AK",NA,50,NA,NA,NA,NA,NA,NA,130,NA,NA,46580,NA,NA,NA,NA,NA,NA,75050,NA,NA,46160,NA,NA,NA,NA,NA,NA,75710,NA,240,59280,42340
"9657",2024,"ND",22020,"Fargo, ND-MN",NA,370,380,NA,150,1190,740,100,580,NA,NA,41750,47210,NA,55650,59750,61450,59030,60040,NA,NA,38880,43840,NA,50140,59450,59210,59300,58800,NA,40,57660,39830
"9658",2024,"NM",22140,"Farmington, NM",NA,150,150,NA,70,520,550,NA,210,NA,NA,46390,45860,NA,68030,67570,65770,NA,70920,NA,NA,35280,48830,NA,64540,65310,65540,NA,66810,NA,430,37600,37720
"9659",2024,"NC",22180,"Fayetteville, NC",100,610,430,NA,90,1460,1150,70,470,NA,66250,31710,37110,NA,43840,48610,49650,56130,49050,NA,62630,29040,35660,NA,45300,47770,49210,49890,48210,NA,1530,41840,46850
"9660",2024,"AR",22220,"Fayetteville-Springdale-Rogers, AR",140,550,670,NA,340,2280,2360,220,1440,NA,50900,40890,43000,NA,59410,61470,61570,49150,62700,NA,61700,36800,40610,NA,61430,59580,60400,48500,62770,NA,260,29770,29890
"9661",2024,"AZ",22380,"Flagstaff, AZ",NA,160,140,NA,50,390,430,NA,120,NA,NA,38070,44970,NA,54070,52990,58300,NA,55360,NA,NA,35830,45300,NA,52640,51720,58150,NA,51790,NA,40,42310,37910
"9662",2024,"MI",22420,"Flint, MI",NA,600,390,NA,70,1370,1050,50,440,NA,NA,35560,43560,NA,65920,66770,67320,58720,66480,NA,NA,34430,43550,NA,58050,62980,62820,51870,62420,NA,260,40310,34700
"9663",2024,"SC",22500,"Florence, SC",40,110,290,NA,80,910,620,NA,370,NA,77740,46870,35340,NA,65740,65200,67460,NA,69940,NA,75700,35660,35240,NA,63630,63890,65230,NA,64280,NA,200,NA,NA
"9664",2024,"AL",22520,"Florence-Muscle Shoals, AL",NA,NA,310,NA,NA,540,700,NA,NA,NA,NA,NA,20690,NA,NA,53300,58380,NA,NA,NA,NA,NA,17500,NA,NA,58730,60350,NA,NA,NA,NA,NA,NA
"9665",2024,"WI",22540,"Fond du Lac, WI",NA,130,120,NA,NA,430,180,NA,160,NA,NA,33580,44190,NA,NA,63020,63910,NA,63000,NA,NA,34510,42600,NA,NA,59390,59770,NA,61250,NA,60,NA,NA
"9666",2024,"AR",22900,"Fort Smith, AR-OK",NA,130,260,NA,190,850,780,60,580,NA,NA,39480,43140,NA,58670,57200,61410,42650,57370,NA,NA,34940,40700,NA,56550,50140,62760,41320,56780,NA,230,25520,25610
"9667",2024,"IN",23060,"Fort Wayne, IN",50,390,560,NA,170,1970,1450,70,740,NA,68900,35920,45930,NA,57620,56460,64450,61300,59100,NA,71010,34520,47500,NA,56790,56780,59950,50820,58550,NA,710,39590,36020
"9668",2024,"CA",23420,"Fresno, CA",470,1300,400,NA,NA,4570,3200,170,1120,NA,127760,47110,50890,NA,NA,87100,100120,75590,82570,NA,125450,43140,51720,NA,NA,80040,97510,63460,83790,NA,6840,73380,52070
"9669",2024,"AL",23460,"Gadsden, AL",NA,130,NA,NA,NA,NA,370,NA,NA,NA,NA,29400,17650,NA,NA,53350,56780,NA,NA,NA,NA,24610,16230,NA,NA,56720,57620,NA,NA,NA,290,24020,24320
"9670",2024,"FL",23540,"Gainesville, FL",NA,670,250,NA,120,1230,760,130,410,NA,NA,34080,41180,NA,68640,56430,68730,55560,55430,NA,NA,32950,38240,NA,74040,58820,62620,48130,52460,NA,100,34070,30190
"9671",2024,"GA",23580,"Gainesville, GA",NA,200,150,NA,90,910,600,NA,470,NA,NA,47220,38200,NA,67900,71090,64420,NA,65600,NA,NA,41180,39540,NA,62280,65260,60670,NA,64400,NA,140,34870,38320
"9672",2024,"PA",23900,"Gettysburg, PA",NA,90,NA,NA,NA,410,420,NA,190,NA,NA,34650,NA,NA,NA,68820,75120,NA,82950,NA,NA,29140,NA,NA,NA,71080,80220,NA,79800,NA,40,41230,35770
"9673",2024,"NY",24020,"Glens Falls, NY",40,110,260,NA,70,680,510,NA,230,NA,78470,44930,50700,NA,68900,73570,81200,NA,74190,NA,76860,36850,49930,NA,62270,75730,77710,NA,73470,NA,210,47140,39100
"9674",2024,"NC",24140,"Goldsboro, NC",NA,230,130,NA,NA,600,390,NA,280,NA,NA,30840,35920,NA,NA,48580,50870,NA,48750,NA,NA,27650,35420,NA,NA,47640,51610,NA,48880,NA,NA,NA,NA
"9675",2024,"ND",24220,"Grand Forks, ND-MN",NA,120,90,NA,60,550,350,NA,240,NA,NA,41940,55310,NA,59640,60180,61280,NA,60910,NA,NA,37080,54480,NA,58840,59390,59380,NA,59120,NA,60,44950,37760
"9676",2024,"NE",24260,"Grand Island, NE",NA,30,60,NA,70,390,390,NA,180,NA,NA,48060,47130,NA,59100,61080,61930,NA,63580,NA,NA,47710,46170,NA,62540,62140,62510,NA,63060,NA,60,36810,37380
"9677",2024,"MI",24340,"Grand Rapids-Wyoming-Kentwood, MI",180,1590,950,NA,230,4880,3490,180,2700,NA,74810,38750,43370,NA,63830,62780,66100,62110,63740,NA,75880,36010,43960,NA,61470,60150,61810,58940,60110,NA,590,44490,31890
"9678",2024,"OR",24420,"Grants Pass, OR",NA,110,NA,NA,30,320,NA,NA,180,NA,NA,44920,NA,NA,66320,69970,NA,NA,73190,NA,NA,43560,NA,NA,60120,64850,NA,NA,78040,NA,NA,NA,NA
"9679",2024,"MT",24500,"Great Falls, MT",NA,100,100,NA,30,290,280,NA,240,NA,NA,34650,40290,NA,52410,57260,58490,NA,62260,NA,NA,34830,41170,NA,44520,56900,59420,NA,65420,NA,140,28780,28270
"9680",2024,"WI",24580,"Green Bay, WI",60,640,520,NA,150,1390,750,60,920,NA,75000,33510,47860,NA,62500,62820,61530,54730,61890,NA,67490,34320,46720,NA,63120,61370,61650,56570,62080,NA,720,53880,55630
"9681",2024,"NC",24660,"Greensboro-High Point, NC",NA,1370,1640,NA,40,3080,2240,180,1840,NA,69580,32420,38710,NA,49230,53930,53360,60530,53230,NA,74540,29460,39600,NA,48550,55470,56460,53510,54800,NA,950,32890,30890
"9682",2024,"NC",24780,"Greenville, NC",NA,320,200,NA,NA,690,450,40,250,NA,NA,32800,35660,NA,NA,48900,51880,54650,50550,NA,NA,29800,35520,NA,NA,48250,49890,47590,46860,NA,170,28890,27390
