"","year","prim_state","CBSA_Code","CBSA_name","tot_emp_school_psychologists","tot_emp_teachers_preschool","tot_emp_bus_drivers","tot_emp_administrators_elemsec","tot_emp_teachers_kindergarten","tot_emp_teachers_elementary","tot_emp_teachers_secondary","tot_emp_administrators_preschool","tot_emp_teachers_middle_school","tot_emp_teachers_other","a_mean_school_psychologists","a_mean_teachers_preschool","a_mean_bus_drivers","a_mean_administrators_elemsec","a_mean_teachers_kindergarten","a_mean_teachers_elementary","a_mean_teachers_secondary","a_mean_administrators_preschool","a_mean_teachers_middle_school","a_mean_teachers_other","a_median_school_psychologists","a_median_teachers_preschool","a_median_bus_drivers","a_median_administrators_elemsec","a_median_teachers_kindergarten","a_median_teachers_elementary","a_median_teachers_secondary","a_median_administrators_preschool","a_median_teachers_middle_school","a_median_teachers_other","tot_emp_substitute_teachers","a_mean_substitute_teachers","a_median_substitute_teachers"
"1480",2006,"IL",16060,"Carbondale, IL",190,320,880,370,180,2480,1780,50,850,NA,63960,23920,19600,75510,41920,43790,46800,39820,43150,NA,61980,19420,16600,71980,42470,44150,44100,28990,43800,NA,NA,NA,NA
"1481",2006,"IN",19540,"Decatur, IN",60,150,1410,380,190,2850,1860,NA,890,NA,49940,21940,25710,69820,45990,45070,46360,NA,46140,NA,49670,18810,21120,70670,46760,46480,46570,NA,46720,NA,NA,NA,NA
"1482",2006,"IN",23140,"Frankfort, IN",70,180,570,290,200,1770,1450,NA,550,NA,54170,26090,26610,77010,44320,47320,48790,NA,44670,NA,51710,24670,25710,72820,42470,48420,47570,NA,45400,NA,NA,NA,NA
"1483",2006,"IN",47780,"Washington, IN",NA,80,830,270,140,1680,1740,NA,610,NA,NA,26340,23790,70270,47180,48300,48690,NA,45700,NA,NA,26220,21430,70510,46820,50430,49260,NA,47610,NA,NA,NA,NA
"1484",2006,"KY",34660,"Murray, KY",60,330,930,330,130,1660,1110,40,820,NA,45360,28520,24590,66310,41290,42650,44100,58410,42440,NA,43680,27930,24320,67990,41720,42880,44160,57800,42650,NA,NA,NA,NA
"1485",2006,"KY",23980,"Glasgow, KY",100,470,1330,440,230,2760,1370,90,890,NA,49870,25090,26420,63200,41750,39670,42430,46580,41770,NA,50150,22300,26620,64860,42340,40810,42750,35800,42240,NA,NA,NA,NA
"1486",2006,"KY",23180,"Frankfort, KY",90,390,1090,330,190,1940,1210,60,920,NA,47530,30880,26320,64280,41560,40970,43900,37480,41570,NA,45420,31360,26410,64940,41870,40960,43430,27150,41850,NA,NA,NA,NA
"1487",2006,"KY",33180,"Middlesborough, KY",50,320,1350,470,120,2530,1330,NA,710,NA,61250,25970,27680,62700,40920,41440,43040,33520,41730,NA,51630,23780,27320,64250,41850,42320,43180,24860,42130,NA,NA,NA,NA
"1488",2006,"LA",19760,"DeRidder, LA",NA,80,830,260,230,2220,1130,NA,NA,NA,NA,24330,15070,58390,37580,40280,41390,NA,NA,NA,NA,19950,14580,55600,34810,36420,40380,NA,NA,NA,NA,NA,NA
"1489",2006,"LA",35020,"Natchez, MS-LA",NA,260,730,280,250,1960,950,NA,150,NA,NA,18430,14560,53340,34220,34760,36220,NA,31670,NA,NA,18920,13580,53480,34400,34550,35820,NA,28080,NA,NA,NA,NA
"1490",2006,"MA",47240,"Vineyard Haven, MA",NA,NA,NA,NA,30,280,NA,NA,40,NA,NA,41720,NA,NA,46490,56340,NA,NA,52750,NA,NA,42070,NA,NA,44580,56720,NA,NA,54090,NA,NA,NA,NA
"1491",2006,"ME",12300,"Augusta-Waterville, ME",130,650,740,590,460,2520,2190,100,1350,NA,61050,27910,26520,61810,41350,42600,41120,36550,42290,NA,53890,25910,26320,64290,41620,43660,40510,34520,42450,NA,NA,NA,NA
"1492",2006,"MI",42300,"Sault Ste. Marie, MI",90,260,660,NA,140,1450,1080,50,520,NA,61040,24430,25400,71760,44360,45640,47120,37140,50720,NA,59130,19600,27210,72290,46550,48120,49000,23420,50960,NA,NA,NA,NA
"1493",2006,"MI",10980,"Alpena, MI",NA,NA,630,180,40,1250,830,30,370,NA,NA,NA,29020,72760,52740,53350,52790,44120,50870,NA,NA,NA,28650,75610,53090,53220,53860,42440,48560,NA,NA,NA,NA
"1494",2006,"MI",10940,"Alma, MI",120,130,620,230,70,1250,1100,NA,490,NA,57800,28510,30080,80800,45340,49230,50080,NA,56780,NA,45800,26870,30360,82730,43540,48210,49950,NA,55360,NA,NA,NA,NA
"1495",2006,"MI",26090,"Holland, MI",260,410,1620,850,260,5160,2950,60,1830,NA,56780,34520,29360,79940,52480,52700,49840,47280,49990,NA,56530,31060,30160,79650,52500,52990,51450,45160,50610,NA,NA,NA,NA
"1496",2006,"MN",19810,"Detroit Lakes, MN",170,400,NA,420,150,1730,2900,40,1070,NA,64520,28430,25260,74700,40640,44370,44270,37290,40410,NA,56520,26750,25970,77000,38720,43400,43090,35840,38430,NA,NA,NA,NA
"1497",2006,"MN",24330,"Grand Rapids, MN",40,220,280,200,50,850,530,NA,100,NA,57690,31840,30110,82920,40860,45470,46370,NA,43300,NA,54140,29760,30280,85270,38420,44530,45740,NA,41350,NA,NA,NA,NA
"1498",2006,"MN",48820,"Willmar, MN",120,270,460,240,120,1680,1660,NA,550,NA,49660,30820,31060,74870,40870,42630,47190,42920,40950,NA,48580,28530,31070,74550,40640,42080,44850,42900,38540,NA,NA,NA,NA
"1499",2006,"MN",35580,"New Ulm, MN",220,360,1000,410,230,2140,2380,NA,1100,NA,61080,30670,26770,78930,43820,43950,43320,37940,44650,NA,56340,30190,27420,78950,43060,44200,41670,38580,43150,NA,NA,NA,NA
"1500",2006,"MO",47660,"Warrensburg, MO",40,410,650,360,360,2020,1620,NA,920,NA,59890,26570,21130,67230,42770,37800,38690,NA,36650,NA,50260,21550,19780,65800,40050,36260,37410,NA,35910,NA,NA,NA,NA
"1501",2006,"MO",28860,"Kirksville, MO",NA,NA,950,200,310,1590,1160,NA,160,NA,NA,24160,26690,55480,32170,31740,31580,NA,32400,NA,NA,22160,25390,54930,31920,31060,30310,NA,31390,NA,NA,NA,NA
"1502",2006,"MO",38740,"Poplar Bluff, MO",90,610,780,470,270,1810,2540,40,1150,NA,50320,24030,21870,62140,33960,34680,39210,31990,40400,NA,48310,22150,21350,60340,33950,33530,38110,29990,38160,NA,NA,NA,NA
"1503",2006,"MO",14700,"Branson, MO",NA,60,330,160,130,1070,670,NA,350,NA,NA,24530,16390,57520,32050,30630,32290,NA,34760,NA,NA,25450,14910,57140,31610,29660,31860,NA,34440,NA,NA,NA,NA
"1504",2006,"MT",15580,"Butte-Silver Bow, MT",70,130,540,130,110,1430,930,NA,NA,NA,52650,22590,28060,66370,37040,33460,39740,NA,35540,NA,50560,22490,27570,63830,34980,32160,39940,NA,35300,NA,NA,NA,NA
"1505",2006,"MT",28060,"Kalispell, MT",NA,240,350,130,90,1100,770,NA,260,NA,41880,18670,24910,60560,38830,36410,35370,NA,33210,NA,43020,17680,24550,61740,36880,35860,33750,NA,32040,NA,NA,NA,NA
"1506",2006,"NC",47820,"Washington, NC",110,980,810,430,200,2550,1860,100,850,NA,46310,17870,20970,61160,39910,39210,37470,42870,37500,NA,44760,15180,21200,59750,40480,39420,36790,36500,36530,NA,NA,NA,NA
"1507",2006,"NC",11360,"Anderson Creek, NC",160,1680,1710,760,1030,3860,2400,140,1950,NA,50840,21000,19670,58690,37970,37010,37620,34660,35440,NA,46910,19610,19570,59610,37130,36200,36940,30720,34270,NA,NA,NA,NA
"1508",2006,"NC",43140,"Shelby-Kings Mountain, NC",100,1220,1320,510,320,4000,1710,100,1780,NA,49300,18740,21030,62020,39970,37600,39380,38540,38140,NA,47710,16610,21060,60130,38370,36520,38460,36330,37130,NA,NA,NA,NA
"1509",2006,"NE",42420,"Scottsbluff, NE",50,100,350,200,130,1700,1060,NA,370,NA,54170,20110,20900,67600,38660,42340,40040,NA,42200,NA,52660,18290,16920,67360,37580,39850,39940,NA,41790,NA,NA,NA,NA
"1510",2006,"NE",18100,"Columbus, NE",50,120,460,180,130,1380,1370,NA,430,NA,56630,25180,22560,71260,38550,37970,36880,NA,41350,NA,57800,21790,20530,71510,36500,37970,36660,NA,40970,NA,NA,NA,NA
"1511",2006,"NH",30150,"Lebanon-Claremont, NH-VT",NA,190,220,50,30,250,390,NA,350,NA,NA,23160,21680,74390,30470,41980,45490,NA,45470,NA,NA,21690,19800,68740,25750,40330,44090,NA,43040,NA,NA,NA,NA
"1512",2006,"NH",29060,"Laconia, NH",60,NA,410,180,70,1690,750,NA,620,NA,64200,29290,23510,72110,37490,47430,48120,NA,46470,NA,58180,30110,23300,72790,37660,47490,47860,NA,44990,NA,NA,NA,NA
"1513",2006,"NY",38460,"Plattsburgh, NY",290,310,1720,370,310,2850,2690,NA,1230,NA,56310,33070,27730,78150,53200,52540,51610,NA,56680,NA,55300,32510,27590,78420,51820,49290,49470,NA,54690,NA,NA,NA,NA
"1514",2006,"NY",36460,"Olean, NY",230,570,1390,400,330,2890,3120,50,1200,NA,55290,25090,29860,72440,51060,49720,50190,54380,47380,NA,52170,21570,29400,73540,50020,47140,47980,46410,44750,NA,NA,NA,NA
"1515",2006,"OH",47540,"Wapakoneta, OH",60,NA,730,570,340,3570,3070,50,1940,NA,77150,18200,27540,76270,44240,46320,45580,34210,48060,NA,73380,16990,29630,78120,45220,47330,46230,28450,48910,NA,NA,NA,NA
"1516",2006,"OH",11740,"Ashland, OH",130,400,920,870,320,3680,3910,70,1770,NA,69580,20420,26410,74970,42950,46380,46190,32290,45740,NA,66960,19530,27830,76700,42810,47440,46200,31560,46480,NA,NA,NA,NA
"1517",2006,"OH",18740,"Coshocton, OH",50,NA,450,310,160,1880,1540,NA,1120,NA,86700,16230,22670,75760,43780,43380,44410,NA,47540,NA,89260,14060,23050,75950,44600,43980,45180,NA,46380,NA,NA,NA,NA
"1518",2006,"OH",11900,"Athens, OH",90,170,730,490,310,2530,2620,NA,1280,NA,66160,20880,23850,77630,41440,44370,44130,NA,44700,NA,65560,20110,24220,78300,42010,44820,44590,NA,45510,NA,NA,NA,NA
"1519",2006,"OK",45140,"Tahlequah, OK",120,420,510,310,250,1890,NA,30,870,NA,49690,23190,15650,59150,33100,34340,35150,38160,34160,NA,43310,23080,14080,58300,33650,34240,34850,25050,33890,NA,NA,NA,NA
"1520",2006,"OK",38620,"Ponca City, OK",110,550,NA,NA,NA,NA,1210,40,710,NA,48670,19900,16380,56740,32900,35300,35950,39370,35250,NA,47230,16190,15630,55490,32860,35080,35670,25560,35120,NA,NA,NA,NA
"1521",2006,"OK",21120,"Elk City, OK",NA,NA,260,210,160,1160,900,70,410,NA,NA,22760,16290,56080,34690,34460,37080,24260,35690,NA,NA,17130,14250,55900,34500,34340,36580,17850,35160,NA,NA,NA,NA
"1522",2006,"OK",20460,"Durant, OK",120,450,620,410,380,2520,1660,NA,1200,NA,39650,25150,15600,55550,32750,34330,35650,32060,36240,NA,38510,25370,14090,55990,32690,34230,35570,27900,35440,NA,NA,NA,NA
"1523",2006,"PA",20180,"DuBois, PA",140,300,1510,350,260,2410,2120,NA,420,NA,51240,25430,22170,76680,48520,51550,47460,43730,47450,NA,51530,25930,22770,74620,47850,52730,47100,32950,45880,NA,NA,NA,NA
"1524",2006,"PA",42380,"Sayre, PA",NA,380,1380,340,340,2830,1660,50,1150,NA,75930,26060,15160,71470,45620,45600,46360,40110,49620,NA,58710,23910,13850,73520,46980,46960,47190,35190,49370,NA,NA,NA,NA
"1525",2006,"PA",30820,"Lock Haven, PA",70,330,NA,330,170,2600,2020,40,960,NA,56840,19270,NA,73560,46230,47940,48070,35600,51280,NA,50960,16700,NA,75180,46030,47660,46740,35700,50950,NA,NA,NA,NA
"1526",2006,"PA",26500,"Huntingdon, PA",100,440,1510,480,360,3440,2880,50,970,NA,58590,21660,18130,63460,48350,42320,44840,45790,46390,NA,54200,20260,15870,69280,49080,43340,44040,37760,46780,NA,NA,NA,NA
"1527",2006,"SC",24940,"Greenwood, SC",NA,130,NA,140,260,1060,480,NA,380,NA,NA,25060,15630,72840,42460,40460,40020,NA,40810,NA,NA,25580,15600,72020,42220,39930,40210,NA,38270,NA,NA,NA,NA
"1528",2006,"SD",26700,"Huron, SD",40,80,530,240,130,1360,1060,NA,570,NA,59680,27950,23120,57210,32070,34100,33880,NA,34130,NA,59370,28250,23140,56300,31440,33550,32840,NA,33480,NA,NA,NA,NA
"1529",2006,"SD",38180,"Pierre, SD",NA,100,260,100,80,710,600,NA,330,NA,NA,24630,22600,54520,31580,34270,34570,NA,33360,NA,NA,23560,22440,54630,31480,33840,34110,NA,33210,NA,NA,NA,NA
"1530",2006,"TN",20540,"Dyersburg, TN",NA,180,770,250,390,2390,1230,40,910,NA,NA,24890,14210,58940,37160,37460,39680,39920,38730,NA,NA,28430,13270,58310,36680,36640,39320,32100,38220,NA,NA,NA,NA
"1531",2006,"TN",43180,"Shelbyville, TN",40,400,1060,250,270,NA,1100,40,770,NA,47660,25180,14230,60200,40010,39010,40960,32930,39780,NA,45940,19390,13400,57990,39410,38790,41020,26590,39660,NA,NA,NA,NA
"1532",2006,"TN",18900,"Crossville, TN",NA,200,620,230,230,2200,1030,50,620,NA,41480,18030,16480,54650,35800,32960,36700,42960,35400,NA,43070,14830,13660,55540,36710,34050,36470,46970,35350,NA,NA,NA,NA
"1533",2006,"TN",35460,"Newport, TN",120,NA,570,NA,310,2210,990,40,510,NA,49280,23310,16510,58660,39270,37850,40930,39450,38910,NA,48200,19440,14230,58100,38540,38530,40260,38100,37740,NA,NA,NA,NA
"1534",2006,"TX",11380,"Andrews, TX",130,530,910,730,470,4280,4040,50,2810,NA,47970,25270,17060,60380,38860,39270,41470,29420,41090,NA,45340,22700,14600,60490,39590,39860,41390,29540,40820,NA,NA,NA,NA
"1535",2006,"TX",37300,"Palestine, TX",NA,200,280,210,180,1140,960,NA,820,NA,NA,22360,20040,60580,39290,39340,41960,NA,40420,NA,NA,19390,16680,61570,39250,39530,41810,NA,40220,NA,NA,NA,NA
"1536",2006,"TX",31260,"Lufkin, TX",120,690,1360,760,650,4870,3970,30,2830,NA,48750,24350,18650,58980,36450,37800,40420,41370,38580,NA,48840,19270,15550,58920,36820,38100,40280,36410,38430,NA,NA,NA,NA
"1537",2006,"TX",15220,"Brownwood, TX",110,410,640,390,290,2230,1960,NA,1540,NA,47020,19390,18630,60530,39980,38930,42050,27660,40190,NA,44640,16100,18390,59130,40110,39490,41800,25350,40420,NA,NA,NA,NA
"1538",2006,"TX",46620,"Uvalde, TX",NA,320,590,340,160,2380,1470,40,1100,NA,NA,30620,18220,63470,39900,41110,44620,40070,43680,NA,NA,27920,17940,61920,38000,40480,43520,30950,42860,NA,NA,NA,NA
"1539",2006,"TX",13300,"Beeville, TX",60,320,540,350,260,2050,1730,30,1350,NA,52850,25980,20300,58850,42010,39370,41510,42990,41070,NA,46200,25410,19150,58780,42480,40360,41500,27870,40710,NA,NA,NA,NA
"1540",2006,"VA",32300,"Martinsville, VA",60,260,1160,300,200,2070,1690,NA,910,NA,69040,24300,15160,68430,40420,48880,47960,NA,41360,NA,56890,22060,13820,65960,36560,43730,44600,NA,39390,NA,NA,NA,NA
"1541",2006,"VA",19260,"Danville, VA",30,90,760,180,140,1130,830,NA,590,NA,61460,28640,19400,62890,41450,37120,39290,NA,39430,NA,56740,31590,15500,64130,37350,36980,36490,NA,38510,NA,NA,NA,NA
"1542",2006,"VA",29470,"Lake of the Woods, VA",90,300,900,270,200,1610,1380,50,910,NA,52980,22080,20020,63760,44500,41970,42560,52730,41360,NA,52800,19350,15530,65970,44390,40720,41550,56100,40480,NA,NA,NA,NA
"1543",2006,"VT",13540,"Bennington, VT",230,180,640,350,160,1630,1270,60,700,NA,61590,30340,28330,72240,46070,45330,47700,34200,46530,NA,46640,28660,26900,72190,46550,44460,46130,31250,44610,NA,NA,NA,NA
"1544",2006,"VT",30150,"Lebanon-Claremont, NH-VT",110,230,NA,290,130,1210,1000,40,490,NA,63190,26700,26410,62890,38970,42370,44630,40170,42430,NA,67510,23630,26390,62750,38100,41800,43360,38020,40620,NA,NA,NA,NA
"1545",2006,"WI",27020,"Iron Mountain, MI-WI",130,340,1100,240,240,2160,1910,NA,940,NA,72860,24870,23260,77330,44510,42370,43840,42600,42050,NA,64290,23010,22040,77690,45540,42880,44340,35550,42600,NA,NA,NA,NA
"1546",2006,"WI",13180,"Beaver Dam, WI",140,NA,660,200,190,1970,1260,NA,NA,NA,49290,20530,23250,73500,NA,41960,41480,NA,42050,NA,48800,17800,21540,72800,NA,41900,42050,NA,41220,NA,NA,NA,NA
"1547",2006,"WI",39960,"Rice Lake, WI",40,140,420,100,NA,630,840,NA,390,NA,54090,NA,26400,73700,42460,41600,43310,NA,40080,NA,55890,NA,24580,72970,41160,41720,42890,NA,40130,NA,NA,NA,NA
"1548",2006,"WV",14140,"Bluefield, WV-VA",40,200,NA,360,280,1720,1060,NA,780,NA,50140,30670,21080,55340,41550,40110,40060,NA,39180,NA,49860,28190,21010,56890,42440,40770,40680,NA,40300,NA,NA,NA,NA
"1549",2006,"WV",17220,"Clarksburg, WV",90,350,1080,470,380,2160,960,NA,730,NA,44520,19710,20900,53200,40070,40120,40130,NA,39690,NA,42060,14480,20830,53720,41010,40570,40770,NA,40210,NA,NA,NA,NA
"1550",2006,"AK",11260,"Anchorage, AK",NA,500,490,NA,NA,NA,NA,40,NA,NA,64850,25560,NA,NA,NA,NA,NA,43580,NA,NA,58380,23030,NA,NA,NA,NA,NA,47610,NA,NA,NA,NA,NA
"1551",2006,"AK",21820,"Fairbanks-College, AK",NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,21090,NA,NA,NA,NA,NA,NA,NA,NA,NA,20060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552",2006,"AL",11500,"Anniston-Oxford, AL",NA,50,NA,70,NA,NA,NA,NA,NA,NA,NA,21980,NA,64940,NA,40190,NA,NA,NA,NA,NA,21190,NA,65890,NA,40330,NA,NA,NA,NA,NA,NA,NA
"1553",2006,"AL",12220,"Auburn-Opelika, AL",NA,150,NA,80,70,490,340,NA,230,NA,NA,21670,NA,64380,40680,39900,41890,NA,38990,NA,NA,21080,NA,62740,42370,39870,41480,NA,38410,NA,NA,NA,NA
"1554",2006,"AL",13820,"Birmingham, AL",190,810,1260,570,550,4160,2040,110,3120,NA,88580,21250,15870,66970,39200,40780,42160,42450,42620,NA,55540,19760,13790,67840,39240,40830,41840,41250,41960,NA,NA,NA,NA
"1555",2006,"AL",19460,"Decatur, AL",NA,130,180,100,140,810,550,NA,NA,NA,NA,22290,13040,73090,45400,42570,42550,NA,NA,NA,NA,21570,13120,74360,45380,43130,43350,NA,NA,NA,NA,NA,NA
"1556",2006,"AL",20020,"Dothan, AL",NA,NA,290,100,90,510,500,NA,NA,NA,NA,25030,12610,58410,38970,38510,40810,NA,NA,NA,NA,25980,12840,56430,39830,39010,41180,NA,NA,NA,NA,NA,NA
"1557",2006,"AL",22520,"Florence-Muscle Shoals, AL",NA,100,180,80,80,690,250,NA,260,NA,NA,16860,12720,64410,37220,41040,39920,NA,41140,NA,NA,16460,12870,64450,39100,41290,40020,NA,41250,NA,NA,NA,NA
"1558",2006,"AL",23460,"Gadsden, AL",NA,NA,NA,80,NA,320,360,NA,320,NA,NA,NA,NA,61440,NA,39110,39500,NA,38700,NA,NA,NA,NA,62190,NA,40170,40550,NA,38860,NA,NA,NA,NA
"1559",2006,"AL",26620,"Huntsville, AL",NA,220,450,230,270,2170,780,60,640,NA,45500,20740,14460,65890,41200,42660,47090,44370,45250,NA,41870,18780,13560,66720,41230,42510,46670,29420,43940,NA,NA,NA,NA
"1560",2006,"AL",33660,"Mobile, AL",120,100,NA,240,310,1080,1420,NA,1290,NA,49690,19000,NA,61710,35750,38510,42220,NA,41080,NA,52010,15510,NA,63520,35970,37170,42320,NA,40900,NA,NA,NA,NA
"1561",2006,"AL",33860,"Montgomery, AL",70,490,710,200,330,1620,940,70,590,NA,89410,24050,13200,59630,36900,37990,39060,45150,36180,NA,80170,21740,13170,59070,38260,38540,39010,45650,36160,NA,NA,NA,NA
"1562",2006,"AL",46220,"Tuscaloosa, AL",30,NA,500,110,50,1000,660,NA,NA,NA,89810,15000,13170,64890,32070,38280,39830,NA,NA,NA,58070,14230,13170,66020,31220,38500,40170,NA,NA,NA,NA,NA,NA
"1563",2006,"AR",22220,"Fayetteville-Springdale-Rogers, AR",40,400,680,270,310,2020,1260,60,1020,NA,49770,18430,18960,72960,39710,42840,48490,33840,45000,NA,51000,17300,18000,74040,40110,42820,48320,31610,44590,NA,NA,NA,NA
"1564",2006,"AR",22900,"Fort Smith, AR-OK",60,160,470,230,250,1470,1030,NA,530,NA,50520,23700,16690,66840,37480,37870,41040,NA,38140,NA,48330,20000,14320,65590,36660,37260,39580,NA,37920,NA,NA,NA,NA
"1565",2006,"AR",26300,"Hot Springs, AR",NA,100,150,80,70,330,300,NA,200,NA,NA,18240,14160,58550,39920,37570,44760,NA,41140,NA,NA,16940,13550,63010,40000,38230,44660,NA,41030,NA,NA,NA,NA
"1566",2006,"AR",27860,"Jonesboro, AR",70,190,170,90,90,490,370,NA,160,NA,91110,18740,19760,64740,37610,36980,39550,NA,35870,NA,91540,17030,18990,63970,37130,37330,39290,NA,36190,NA,NA,NA,NA
"1567",2006,"AR",30780,"Little Rock-North Little Rock-Conway, AR",170,920,1580,490,550,2190,2220,110,1330,NA,62870,17500,20250,66140,40720,38930,43260,32140,41850,NA,49800,16160,20220,67610,40370,39270,43200,26950,42230,NA,NA,NA,NA
"1568",2006,"AZ",22380,"Flagstaff, AZ",NA,NA,200,60,NA,NA,NA,NA,NA,NA,NA,23170,23690,48930,35280,36810,38200,NA,35850,NA,NA,20880,25050,48850,33530,35930,36100,NA,35260,NA,NA,NA,NA
"1569",2006,"AZ",38060,"Phoenix-Mesa-Chandler, AZ",1220,3190,4080,2270,1520,26870,13180,570,3200,NA,53370,21950,23090,70240,38710,34690,39230,40250,38880,NA,45200,20330,23600,70310,37370,32680,37020,32360,37430,NA,NA,NA,NA
"1570",2006,"AZ",46060,"Tucson, AZ",330,1130,960,390,690,4080,3340,270,2310,NA,45020,24550,21150,69440,32010,39270,34350,33430,39710,NA,44890,22490,21300,67330,32390,36080,33320,33070,36230,NA,NA,NA,NA
"1571",2006,"AZ",49740,"Yuma, AZ",NA,170,150,120,110,NA,NA,NA,NA,NA,NA,21200,23120,63370,32170,NA,NA,NA,NA,NA,NA,18130,22970,65230,28490,NA,NA,NA,NA,NA,NA,NA,NA
"1572",2006,"CA",12540,"Bakersfield-Delano, CA",180,790,520,480,610,6160,1390,80,1490,NA,73560,30380,30390,89280,54570,51280,57400,45070,56530,NA,75500,27440,30310,89910,55730,50490,57010,44410,55800,NA,NA,NA,NA
"1573",2006,"CA",17020,"Chico, CA",NA,290,NA,110,110,1030,480,70,240,NA,NA,22660,31160,73730,51910,47350,55680,33200,57000,NA,NA,19000,32610,75520,51740,47700,55550,31290,55970,NA,NA,NA,NA
"1574",2006,"CA",20940,"El Centro, CA",50,190,60,140,90,1250,860,30,220,NA,64640,23790,29510,84000,54040,58350,55490,45530,57480,NA,66200,20670,29930,87150,55960,57850,55100,36030,57810,NA,NA,NA,NA
"1575",2006,"CA",23420,"Fresno, CA",240,1250,570,670,590,4870,3270,220,3020,NA,80940,26940,26700,93020,67430,65090,60030,49940,61060,NA,80310,23230,25670,92010,64580,59190,60340,42670,59510,NA,NA,NA,NA
"1576",2006,"CA",25260,"Hanford-Corcoran, CA",NA,100,50,100,100,930,NA,NA,330,NA,NA,23790,28170,78710,58560,49430,NA,NA,56260,NA,NA,22310,28820,82620,62370,44930,NA,NA,58520,NA,NA,NA,NA
"1577",2006,"CA",32900,"Merced, CA",50,350,290,150,160,1760,NA,40,670,NA,64580,29410,24920,84460,52830,50450,NA,42080,56960,NA,67880,28270,22770,84540,52270,50710,NA,35680,56710,NA,NA,NA,NA
"1578",2006,"CA",33700,"Modesto, CA",180,370,240,330,230,2410,2040,40,1000,NA,64800,29240,29690,89700,52630,57170,62520,49700,60810,NA,64650,24580,28720,91990,54220,57550,62080,46400,60940,NA,NA,NA,NA
"1579",2006,"CA",34900,"Napa, CA",190,290,NA,60,60,760,290,70,NA,NA,105390,37960,NA,92060,47170,52370,50000,39840,58000,NA,98040,29960,NA,90660,48620,52750,47990,29280,59380,NA,NA,NA,NA
"1580",2006,"CA",37100,"Oxnard-Thousand Oaks-Ventura, CA",190,950,320,490,830,3350,2970,70,1500,NA,72000,25410,32300,92160,58440,55980,60180,40840,56990,NA,68800,25610,31890,92970,56900,55700,59450,38110,56390,NA,NA,NA,NA
"1581",2006,"CA",39820,"Redding, CA",80,370,190,150,150,940,240,NA,210,NA,56550,21670,30620,72600,47530,48970,56180,41490,48260,NA,57840,21170,30920,70550,44220,49980,55710,36090,46840,NA,NA,NA,NA
"1582",2006,"CA",40140,"Riverside-San Bernardino-Ontario, CA",1230,3450,2280,2130,2220,23750,11230,450,6900,NA,82020,22520,30190,97860,55550,57460,56300,48660,56320,NA,71520,20750,30520,94640,55450,57010,54950,38720,55840,NA,NA,NA,NA
"1583",2006,"CA",40900,"Sacramento-Roseville-Folsom, CA",700,2520,1270,1410,1000,10000,7030,280,3810,NA,63520,24650,26620,85280,48720,53560,54800,45610,53750,NA,63310,23180,26080,87630,48970,53210,53630,38680,52940,NA,NA,NA,NA
"1584",2006,"CA",41500,"Salinas, CA",NA,280,NA,330,210,2130,1140,60,1000,NA,NA,29180,32230,88130,53250,54140,54360,47570,58010,NA,NA,26530,31830,87170,52630,51930,51820,44710,57370,NA,NA,NA,NA
"1585",2006,"CA",41740,"San Diego-Chula Vista-Carlsbad, CA",840,4110,2440,1280,610,12550,10340,600,5920,NA,70520,27600,30730,100760,45940,62250,59590,48970,67980,NA,68480,26000,31360,100920,41210,60350,58090,40200,66990,NA,NA,NA,NA
"1586",2006,"CA",41940,"San Jose-Sunnyvale-Santa Clara, CA",550,3170,880,1190,1250,8600,5670,410,3060,NA,76000,30170,34840,92970,50980,56450,61010,51150,57810,NA,72290,28470,34550,94530,50890,54720,60120,48530,56350,NA,NA,NA,NA
"1587",2006,"CA",42020,"San Luis Obispo-Paso Robles, CA",200,440,NA,140,100,1390,820,40,140,NA,95940,26050,NA,86770,56800,54710,51660,47300,56830,NA,76670,24470,NA,88540,53080,55790,51770,40210,57550,NA,NA,NA,NA
"1588",2006,"CA",42100,"Santa Cruz-Watsonville, CA",100,450,50,170,NA,1070,NA,50,330,NA,76440,28270,31570,81870,51240,49550,NA,42890,50810,NA,51830,27790,31520,82830,49610,48440,NA,39690,48660,NA,NA,NA,NA
"1589",2006,"CA",42220,"Santa Rosa-Petaluma, CA",210,750,420,360,280,2840,1060,110,650,NA,67690,26990,30160,71890,49810,51460,50700,54860,55620,NA,64400,26500,30400,75790,43910,50300,47650,41290,54900,NA,NA,NA,NA
"1590",2006,"CA",44700,"Stockton-Lodi, CA",190,870,390,380,550,4550,1490,120,1110,NA,77260,27270,31340,98730,62670,52250,62060,37310,63160,NA,71390,22970,31720,98990,63370,47730,59530,34750,60100,NA,NA,NA,NA
"1591",2006,"CA",46700,"Vallejo, CA",150,500,340,320,160,1730,1680,NA,920,NA,92170,25360,31140,87400,46020,52240,58170,41910,52160,NA,76290,25760,29310,86740,49610,51840,56760,36560,49680,NA,NA,NA,NA
"1592",2006,"CA",47300,"Visalia, CA",90,340,410,360,390,2680,890,40,690,NA,75880,22410,26110,74640,52650,53190,57010,55690,51810,NA,72110,21700,25970,78060,51700,53820,56850,44630,54450,NA,NA,NA,NA
