CBSA_Code,horizon,year,y_true,y_pred,y_base,abs_err_model,abs_err_base,mape_model
45500,1,2017,38369.60546875,37784.8046875,38179.20625,584.80078125,190.3992187499971,1.524125083137196
45500,2,2018,38301.02734375,38139.33984375,38179.20625,161.6875,121.82109374999709,0.4221492508513204
45500,3,2019,38703.0,38804.86328125,38179.20625,101.86328125,523.7937499999971,0.2631922105521536
45520,1,2017,42423.6640625,37992.6953125,42632.64791666667,4430.96875,208.9838541666686,10.444568728132829
45520,2,2018,42931.328125,38389.359375,42632.64791666667,4541.96875,298.6802083333314,10.579613881908061
45520,3,2019,43342.0,38710.62890625,42632.64791666667,4631.37109375,709.3520833333314,10.685642318651654
45580,1,2017,33832.51953125,32208.451171875,34311.74375,1624.068359375,479.22421875000146,4.800317510715987
45580,2,2018,34090.27734375,32497.662109375,34311.74375,1592.615234375,221.46640625000146,4.671757927680764
45580,3,2019,35274.0,32745.796875,34311.74375,2528.203125,962.2562499999985,7.1673275642116
45620,1,2017,42868.08984375,40961.296875,41815.473333333335,1906.79296875,1052.6165104166648,4.448047430384872
45620,2,2018,43905.859375,41555.80078125,41815.473333333335,2350.05859375,2090.386041666665,5.352494239272591
45620,3,2019,43701.0,42180.828125,41815.473333333335,1520.171875,1885.5266666666648,3.4785745749525185
45660,1,2017,39233.4140625,35167.140625,39232.903333333335,4066.2734375,0.5107291666645324,10.364311989321921
45660,2,2018,39336.66015625,35482.41796875,39232.903333333335,3854.2421875,103.75682291666453,9.79809209066169
45660,3,2019,40095.0,35989.27734375,39232.903333333335,4105.72265625,862.0966666666645,10.23998667227834
45700,1,2017,36599.21484375,35403.578125,36695.08083333333,1195.63671875,95.86598958333343,3.266837072473912
45700,2,2018,37149.30859375,35654.56640625,36695.08083333333,1494.7421875,454.22776041666657,4.023607017416942
45700,3,2019,37630.0,36193.75390625,36695.08083333333,1436.24609375,934.9191666666666,3.8167581550624505
45740,1,2017,37388.953125,31975.208984375,36927.34166666667,5413.744140625,461.61145833333285,14.479528545572244
45740,2,2018,36558.68359375,32023.66015625,36927.34166666667,4535.0234375,368.65807291666715,12.404777720922365
45740,3,2019,36180.0,32382.173828125,36927.34166666667,3797.826171875,747.3416666666672,10.49703198417634
45780,1,2017,45971.75,42164.484375,46028.130833333336,3807.265625,56.38083333333634,8.281750477195233
45780,2,2018,46824.36328125,42540.93359375,46028.130833333336,4283.4296875,796.2324479166637,9.147865314839688
45780,3,2019,47586.0,42514.15625,46028.130833333336,5071.84375,1557.8691666666637,10.658268713487159
45820,1,2017,45024.48046875,41526.46875,44889.20041666667,3498.01171875,135.28005208333343,7.769132885781667
45820,2,2018,46186.89453125,41921.27734375,44889.20041666667,4265.6171875,1297.6941145833334,9.235557468826764
45820,3,2019,46554.0,42340.7109375,44889.20041666667,4213.2890625,1664.7995833333334,9.050326636808867
45860,1,2017,60782.73828125,58928.84765625,61112.3,1853.890625,329.5617187500029,3.05002814519773
45860,2,2018,61039.08203125,59754.109375,61112.3,1284.97265625,73.21796875000291,2.10516379586465
45860,3,2019,64553.0,60705.23046875,61112.3,3847.76953125,3440.699999999997,5.960636269809304
45900,1,2017,49223.5546875,41887.30859375,48157.89875,7336.24609375,1065.6559374999997,14.903933981047881
45900,2,2018,50052.43359375,42436.5625,48157.89875,7615.87109375,1894.5348437499997,15.215785820853647
45900,3,2019,51315.0,43411.77734375,48157.89875,7903.22265625,3157.1012499999997,15.401388787391602
45940,1,2017,65630.7109375,64245.18359375,65402.73291666667,1385.52734375,227.97802083333227,2.1110960462845436
45940,2,2018,66820.0859375,65562.8515625,65402.73291666667,1257.234375,1417.3530208333323,1.8815216373351435
45940,3,2019,69532.0,66952.578125,65402.73291666667,2579.421875,4129.267083333332,3.709690322441466
45980,1,2017,37241.85546875,36356.8359375,36948.65,885.01953125,293.20546874999854,2.3764109497514925
45980,2,2018,37386.578125,36669.3671875,36948.65,717.2109375,437.92812499999854,1.9183647540623912
45980,3,2019,37768.0,37092.8984375,36948.65,675.1015625,819.3499999999985,1.7874961938678244
46020,1,2017,58396.828125,51051.4453125,58972.943333333336,7345.3828125,576.1152083333363,12.578393464756354
46020,2,2018,58354.79296875,51990.99609375,58972.943333333336,6363.796875,618.1503645833363,10.905354215561905
46020,3,2019,60440.0,52702.67578125,58972.943333333336,7737.32421875,1467.0566666666637,12.801661513484447
46060,1,2017,43757.98046875,40829.4375,42318.35,2928.54296875,1439.6304687500015,6.69259169956766
46060,2,2018,44412.98046875,41255.84375,42318.35,3157.13671875,2094.6304687500015,7.108590068553121
46060,3,2019,45477.0,41591.421875,42318.35,3885.578125,3158.6500000000015,8.544051113749807
46100,1,2017,38586.6015625,37054.3203125,38343.28041666667,1532.28125,243.32114583333168,3.971018923545556
46100,2,2018,38911.00390625,37280.89453125,38343.28041666667,1630.109375,567.7234895833317,4.189327468721944
46100,3,2019,40740.0,38000.78125,38343.28041666667,2739.21875,2396.7195833333317,6.723659180166912
46140,1,2017,52602.6328125,51108.77734375,50158.75125,1493.85546875,2443.881562499999,2.8398872620592748
46140,2,2018,54953.60546875,52075.1953125,50158.75125,2878.41015625,4794.854218749999,5.237891366175857
46140,3,2019,55361.0,53090.3828125,50158.75125,2270.6171875,5202.248749999999,4.101474300500352
46180,1,2017,38040.98046875,35541.4921875,37575.115,2499.48828125,465.86546875000204,6.570514877510283
46180,2,2018,38083.109375,35924.3515625,37575.115,2158.7578125,507.99437500000204,5.668544002652094
46180,3,2019,39296.0,36501.984375,37575.115,2794.015625,1720.885000000002,7.1101781987988595
46220,1,2017,36724.40234375,37084.91015625,36354.1475,360.5078125,370.2548437500009,0.9816573980579798
46220,2,2018,36706.33984375,37312.18359375,36354.1475,605.84375,352.1923437500009,1.6505152858577838
46220,3,2019,37387.0,37739.4609375,36354.1475,352.4609375,1032.8525000000009,0.9427366129938214
46300,1,2017,38331.00390625,35519.95703125,38461.54166666666,2811.046875,130.53776041665697,7.3336114072964556
46300,2,2018,38369.2578125,35491.265625,38461.54166666666,2877.9921875,92.28385416665697,7.500776276580473
46300,3,2019,39415.0,35938.2265625,38461.54166666666,3476.7734375,953.458333333343,8.820939838893823
46340,1,2017,54183.15234375,49157.859375,48826.980416666665,5025.29296875,5356.171927083335,9.274641196341662
46340,2,2018,56246.87109375,49874.15234375,48826.980416666665,6372.71875,7419.890677083335,11.329908003910495
46340,3,2019,55403.0,50719.90625,48826.980416666665,4683.09375,6576.019583333335,8.452780084110968
46380,1,2017,45618.08984375,41617.58984375,45251.442083333335,4000.5,366.6477604166648,8.769547374084311
46380,2,2018,46062.66015625,42294.77734375,45251.442083333335,3767.8828125,811.2180729166648,8.179907108531932
46380,3,2019,47010.0,42891.69921875,45251.442083333335,4118.30078125,1758.5579166666648,8.760478156243352
46460,1,2017,38119.2265625,37352.83984375,37612.40458333334,766.38671875,506.82197916666337,2.0104991309134723
46460,2,2018,38670.6796875,37887.90234375,37612.40458333334,782.77734375,1058.2751041666634,2.024214081768588
46460,3,2019,40180.0,38553.17578125,37612.40458333334,1626.82421875,2567.5954166666634,4.0488407634395225
